"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,13,0,0,0,0,0,2,2
"OdHomer",0,0,0,0,1,0,12,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,8,0,0,1,1,2
"Polybius",0,1,0,0,0,0,0,0,13,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,14,1,1
"Xenophon",0,0,0,0,0,1,0,1,0,0,5,8,7
"-SUM-",0,1,0,0,1,2,0,1,1,1,6,5,18
"Aeschylus",5,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,12,5,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,14,0,0,0,0,2,0,2
"OdHomer",0,0,0,0,1,0,13,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,17,0,0,0,1,2
"Polybius",0,2,0,0,0,0,0,0,12,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,1,0,0,1,0,1,0,0,11,1,4
"Xenophon",0,0,0,0,0,1,0,0,0,0,2,9,3
"-SUM-",0,2,2,0,7,2,1,1,1,0,4,3,23
"Aeschylus",18,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,16,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,16,0,0,0,0,0,0,0,0,1,1
"Hesiod",1,0,0,7,1,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,2,0,3
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,2,2
"Polybius",0,1,0,0,0,0,0,0,10,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,13,0,0
"Xenophon",0,0,0,0,0,1,0,0,0,0,6,11,7
"-SUM-",1,1,1,0,1,1,0,0,2,1,8,3,19
"Aeschylus",21,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,11,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,15,0,0,0,0,1,4,5
"OdHomer",0,0,0,0,1,0,21,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,11,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,11,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,8,1,1
"Xenophon",0,0,0,0,0,0,0,0,0,0,3,6,3
"-SUM-",0,0,1,0,3,0,0,0,1,0,4,6,15
