"","Aeschylus","Diodorus","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Hesiod",0,0,0,10,10,0,1,0,0,0,0,0,11
"IlHomer",0,0,0,0,21,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,9,0,0,0,0,3,0,5
"OdHomer",0,0,0,0,0,0,13,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,12,2,0,1,0,4
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,20,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,15,2,5
"Xenophon",0,0,2,0,0,2,0,2,2,0,1,9,9
"-SUM-",0,1,6,0,10,2,1,3,6,2,5,3,39
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,12,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,2,14,0,0,0,0,1,1,0,0,2,6
"Hesiod",0,0,0,12,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,11,0,0,0,0,0,0,2
"OdHomer",0,0,0,0,0,0,19,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,16,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",1,0,1,0,0,0,0,0,0,25,0,0,2
"Thucydides",0,0,1,0,0,0,0,0,2,0,12,1,4
"Xenophon",0,0,4,0,0,4,0,0,1,0,1,10,10
"-SUM-",1,2,8,0,4,4,0,1,8,0,1,3,32
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,14,0,0,0,0,0,0,2,0,1,0,3
"Herodotus",0,0,18,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,9,5,0,0,0,0,0,0,0,5
"IlHomer",0,0,0,0,19,0,1,0,0,0,0,0,1
"Lysias",0,0,4,0,0,9,0,0,0,0,0,1,5
"OdHomer",0,0,0,0,3,0,22,0,0,0,0,0,3
"Plutarch",0,0,0,0,0,0,0,16,0,0,1,0,1
"Polybius",0,0,0,0,0,0,0,0,13,0,2,0,2
"Sophocles",0,0,0,0,1,0,0,0,0,9,0,0,1
"Thucydides",0,0,0,0,0,2,0,1,0,0,11,3,6
"Xenophon",0,0,4,0,0,4,0,0,0,0,2,14,10
"-SUM-",0,0,8,0,9,6,1,1,2,0,6,5,38
"Aeschylus",21,0,0,0,0,0,0,0,0,2,0,0,2
"Diodorus",0,12,0,0,0,0,0,0,2,0,1,0,3
"Herodotus",0,0,8,0,0,3,0,0,0,0,0,1,4
"Hesiod",0,0,0,11,5,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,1,19,0,0,0,0,0,0,0,1
"Lysias",0,0,0,0,0,12,0,0,0,0,0,1,1
"OdHomer",0,0,0,1,0,0,13,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,16,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,18,0,0,0,0
"Sophocles",5,0,0,0,0,0,0,0,0,13,0,0,5
"Thucydides",0,0,0,0,0,4,0,0,0,0,15,0,4
"Xenophon",0,1,1,0,0,2,0,1,2,0,1,12,8
"-SUM-",5,1,2,2,5,9,1,1,4,2,2,2,36
"Aeschylus",15,0,0,0,0,0,0,0,0,3,0,0,3
"Diodorus",0,16,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,9,0,0,1,0,0,0,0,4,1,6
"Hesiod",0,0,0,13,7,0,0,0,0,0,0,0,7
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,19,0,0,0,0,1,1,3
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,19,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,1,19,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,0,0,0,0,1,0,0,0,0,12,0,1
"Xenophon",0,0,1,0,0,3,0,0,1,0,1,6,6
"-SUM-",1,1,2,0,8,5,0,1,4,3,6,2,33
"Aeschylus",18,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,18,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,0,7,0,0,0,0,0,0,0,2,1,3
"Hesiod",0,0,0,18,6,0,0,0,0,0,0,0,6
"IlHomer",0,0,0,1,22,0,0,0,0,0,0,0,1
"Lysias",0,0,2,0,0,14,0,1,0,0,2,2,7
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,1,1,0,0,0,0,15,1,0,2,0,5
"Polybius",0,0,1,0,0,0,0,1,15,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,0,0,2,0,0,8,1,4
"Xenophon",0,1,3,0,0,1,0,1,1,0,2,8,9
"-SUM-",0,2,8,1,6,1,0,5,6,0,8,4,41
"Aeschylus",17,0,0,0,0,0,0,0,0,1,0,0,1
"Diodorus",0,9,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,0,15,0,0,0,0,1,2,0,0,3,6
"Hesiod",0,0,0,9,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,12,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,1,0,19,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,14,4,0,1,0,5
"Polybius",0,0,0,0,0,0,0,1,19,0,1,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,2,1,0,0,1,0,1,0,0,12,2,7
"Xenophon",0,0,4,0,0,3,0,0,1,0,2,5,10
"-SUM-",1,2,7,0,5,4,0,3,11,1,5,5,44
"Aeschylus",16,0,0,0,1,0,0,0,0,0,0,0,1
"Diodorus",0,17,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,1,14,0,0,0,0,0,0,0,3,0,4
"Hesiod",0,0,0,7,6,0,1,0,0,0,0,0,7
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,14,0,0,0,0,1,2,4
"OdHomer",0,0,0,0,2,0,17,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,1,0,13,1,0,1,0,3
"Polybius",0,0,0,0,0,1,0,1,21,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,2,2,0,0,1,0,0,1,0,10,2,8
"Xenophon",0,0,3,0,0,4,0,0,0,0,2,6,9
"-SUM-",0,3,6,0,9,7,1,1,3,0,7,4,41
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,12,0,0,0,0,0,0,5,0,0,0,5
"Herodotus",0,0,23,0,0,1,0,0,0,0,1,1,3
"Hesiod",0,0,0,13,6,0,2,0,0,0,0,0,8
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,9,0,0,0,0,0,0,3
"OdHomer",0,0,0,0,1,0,15,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,18,1,0,0,0,2
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",2,0,1,0,0,0,0,0,0,18,0,0,3
"Thucydides",0,1,1,0,0,2,0,0,0,0,12,0,4
"Xenophon",0,0,3,0,0,4,0,0,1,0,3,7,11
"-SUM-",2,2,8,0,7,7,2,0,7,0,4,1,40
"Aeschylus",16,0,0,0,0,0,1,0,0,1,0,0,2
"Diodorus",0,19,0,0,0,0,0,0,4,0,1,0,5
"Herodotus",0,1,15,0,0,0,0,0,1,0,0,0,2
"Hesiod",0,0,0,7,5,0,3,0,0,0,0,0,8
"IlHomer",0,0,0,1,18,0,0,0,0,0,0,0,1
"Lysias",0,0,4,0,0,11,0,0,0,0,0,3,7
"OdHomer",0,0,0,0,1,0,18,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,11,1,0,2,0,4
"Polybius",0,1,0,0,0,0,0,1,11,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,19,0,0,0
"Thucydides",0,1,0,0,0,0,0,1,0,0,11,2,4
"Xenophon",0,0,0,0,0,4,0,1,0,0,2,7,7
"-SUM-",0,4,4,1,6,4,4,3,6,1,5,5,43
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,20,0,0,0,0,0,0,5,0,1,0,6
"Herodotus",0,1,12,0,0,0,0,1,1,0,1,1,5
"Hesiod",0,0,0,10,4,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,17,0,0,0,0,2,1,5
"OdHomer",0,0,0,0,3,0,20,0,0,0,0,0,3
"Plutarch",0,0,0,0,0,0,0,15,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,1,10,0,0,0,1
"Sophocles",0,0,0,0,1,0,0,0,0,22,0,0,1
"Thucydides",0,0,2,0,0,2,0,1,1,0,7,0,6
"Xenophon",0,1,3,0,0,3,0,0,1,0,2,9,10
"-SUM-",0,2,7,0,8,5,1,3,8,0,6,2,42
"Aeschylus",13,0,0,0,0,0,0,0,0,1,0,0,1
"Diodorus",0,16,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,1,16,0,0,1,0,0,2,0,0,0,4
"Hesiod",0,0,0,12,1,0,0,0,0,1,0,0,2
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,10,0,0,0,0,1,2,5
"OdHomer",1,0,0,0,2,0,20,0,0,0,0,0,3
"Plutarch",0,2,0,0,0,0,0,14,2,0,1,0,5
"Polybius",0,1,1,0,0,0,0,0,9,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,1,3,0,0,0,0,0,1,0,8,0,5
"Xenophon",0,0,3,0,0,3,0,1,0,0,3,10,10
"-SUM-",2,5,9,0,3,4,0,1,9,2,5,2,42
"Aeschylus",17,0,0,1,0,0,0,0,0,3,0,0,4
"Diodorus",0,12,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,19,0,0,1,0,0,0,0,0,1,2
"Hesiod",1,0,0,10,4,0,2,0,0,0,0,0,7
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,16,0,0,0,0,1,1,4
"OdHomer",0,0,0,0,0,0,19,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,12,1,0,0,0,2
"Polybius",0,0,0,0,0,0,0,0,16,0,1,1,2
"Sophocles",2,0,0,0,0,0,0,0,0,17,0,0,2
"Thucydides",0,0,1,0,0,1,0,1,0,0,8,0,3
"Xenophon",0,0,2,0,0,2,0,1,0,0,2,6,7
"-SUM-",3,0,6,1,4,4,2,2,4,3,4,3,36
"Aeschylus",19,0,0,0,0,0,0,0,0,3,0,0,3
"Diodorus",0,12,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,19,0,0,0,0,0,1,0,0,0,1
"Hesiod",0,0,0,10,5,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,0,21,0,1,0,0,0,0,0,1
"Lysias",0,0,3,0,0,15,0,0,0,0,2,1,6
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,16,0,0,1,0,1
"Polybius",0,0,0,0,0,0,0,0,15,0,0,1,1
"Sophocles",0,0,1,1,0,0,0,0,0,16,0,0,2
"Thucydides",0,0,1,0,0,0,0,0,0,0,15,0,1
"Xenophon",0,1,3,0,0,1,0,0,0,0,0,8,5
"-SUM-",0,1,8,1,5,1,2,0,4,3,3,2,30
"Aeschylus",11,0,0,0,0,0,0,0,0,2,0,0,2
"Diodorus",0,16,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,2,13,0,0,0,0,0,0,0,3,2,7
"Hesiod",0,0,0,9,8,0,1,0,0,0,0,0,9
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,16,0,0,0,0,2,2,6
"OdHomer",0,0,0,0,0,0,12,0,0,0,0,0,0
"Plutarch",0,1,1,0,0,1,0,18,1,0,0,0,4
"Polybius",0,2,0,0,0,0,0,0,14,0,0,0,2
"Sophocles",1,0,0,0,0,0,1,0,0,17,0,0,2
"Thucydides",0,1,1,0,0,0,0,2,0,0,13,0,4
"Xenophon",0,0,1,0,0,1,0,0,1,0,2,8,5
"-SUM-",1,6,5,0,8,2,2,2,3,2,7,4,42
"Aeschylus",19,0,0,0,0,0,1,0,0,2,0,0,3
"Diodorus",0,11,0,0,0,1,0,0,3,0,1,0,5
"Herodotus",0,0,17,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,7,6,0,2,0,0,0,0,0,8
"IlHomer",0,0,0,0,16,0,1,0,0,0,0,0,1
"Lysias",0,0,2,0,0,13,0,0,0,0,2,1,5
"OdHomer",0,0,0,1,1,0,18,0,0,0,0,0,2
"Plutarch",0,1,0,0,0,1,0,9,0,0,2,0,4
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",0,0,0,0,1,0,0,0,0,17,0,0,1
"Thucydides",0,0,2,0,0,2,0,1,0,0,9,1,6
"Xenophon",0,0,3,0,0,2,0,0,0,0,5,8,10
"-SUM-",0,1,7,1,8,7,4,1,3,2,10,2,46
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,16,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,16,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,13,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,13,0,0,0,0,2,1,3
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,1,1,0,0,0,0,15,1,0,1,0,4
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",2,0,0,0,0,0,0,0,0,20,0,0,2
"Thucydides",0,0,3,0,0,1,0,1,0,0,13,0,5
"Xenophon",0,0,3,0,0,2,0,0,1,0,3,9,9
"-SUM-",2,1,7,0,2,4,0,1,4,0,6,1,28
"Aeschylus",13,0,0,0,0,0,0,0,0,2,0,0,2
"Diodorus",0,13,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,2,14,0,0,1,0,1,0,0,0,2,6
"Hesiod",1,0,0,8,3,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,12,0,0,0,0,0,1,3
"OdHomer",0,0,0,0,2,0,18,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,13,1,0,0,0,1
"Polybius",0,2,1,0,0,0,0,0,19,0,0,0,3
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,2,0,0,1,0,3,2,0,13,1,9
"Xenophon",0,1,2,0,0,3,0,1,3,0,0,8,10
"-SUM-",1,5,7,0,5,5,0,5,8,2,0,4,42
"Aeschylus",13,0,0,1,1,0,0,0,0,0,0,0,2
"Diodorus",0,14,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,0,17,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,14,4,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,25,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,14,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,18,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,11,0,0,2,0,3
"Polybius",0,0,0,0,0,0,0,0,9,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,21,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,1,0,10,0,3
"Xenophon",0,0,4,0,0,2,0,0,0,0,4,11,10
"-SUM-",0,1,6,1,5,3,1,0,5,0,6,1,29
"Aeschylus",18,0,0,0,0,0,0,0,0,1,0,0,1
"Diodorus",0,14,0,0,0,0,0,1,3,0,0,0,4
"Herodotus",0,1,18,0,0,0,0,1,0,0,3,1,6
"Hesiod",0,0,0,9,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,14,0,0,0,0,2,1,6
"OdHomer",0,0,0,0,1,0,23,0,0,0,0,0,1
"Plutarch",0,1,1,0,0,0,0,18,1,0,1,0,4
"Polybius",0,0,0,0,0,0,0,0,19,0,1,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,1,0,10,1,4
"Xenophon",0,0,0,0,0,2,0,0,1,0,1,4,4
"-SUM-",0,2,5,0,4,2,1,3,6,1,8,3,35
"Aeschylus",22,0,0,1,0,0,0,0,0,0,0,0,1
"Diodorus",0,14,1,0,0,0,0,0,3,0,0,0,4
"Herodotus",0,0,11,0,0,0,0,1,0,0,1,1,3
"Hesiod",0,0,0,10,4,0,2,0,0,0,0,0,6
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,8,0,1,0,0,1,2,6
"OdHomer",0,0,0,0,1,0,15,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,14,1,0,0,0,1
"Polybius",0,0,0,0,0,1,0,1,15,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,22,0,0,0
"Thucydides",0,0,0,0,0,2,0,1,0,0,15,0,3
"Xenophon",0,1,4,0,0,2,0,2,0,0,0,8,9
"-SUM-",0,1,7,1,5,5,2,6,4,0,2,3,36
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,19,0,0,0,0,0,0,0,1,0,1
"Hesiod",1,0,0,13,2,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,23,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,12,0,0,0,0,1,1,4
"OdHomer",0,0,0,0,0,0,18,0,0,1,0,0,1
"Plutarch",0,1,0,0,0,0,0,11,0,0,2,0,3
"Polybius",0,1,1,0,0,0,0,0,20,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,1,3,0,0,1,0,1,0,0,11,1,7
"Xenophon",0,0,1,0,0,2,0,1,0,0,2,8,6
"-SUM-",1,3,7,0,2,3,1,2,1,1,6,2,29
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,11,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,0,0,0,1,0,1,0,2
"Hesiod",0,0,0,8,7,0,2,0,0,0,0,0,9
"IlHomer",0,0,0,0,24,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,16,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,1,0,9,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,16,1,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,14,0,1,0,2
"Sophocles",2,0,0,0,0,0,0,0,0,20,0,0,2
"Thucydides",0,3,3,0,0,1,0,0,0,0,7,2,9
"Xenophon",0,0,1,0,0,2,0,0,2,0,4,12,9
"-SUM-",2,4,4,0,8,3,2,0,6,0,6,3,38
"Aeschylus",21,0,0,0,0,0,0,0,0,3,0,0,3
"Diodorus",0,12,0,0,0,0,0,0,2,0,1,0,3
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,12,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,17,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,12,0,1,0,0,2,1,5
"OdHomer",0,0,0,1,3,0,14,0,0,0,0,0,4
"Plutarch",0,0,0,0,0,0,0,17,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,2,14,0,0,0,3
"Sophocles",1,0,0,0,0,0,0,0,0,20,0,0,1
"Thucydides",0,2,3,0,0,1,0,0,2,0,10,0,8
"Xenophon",0,1,5,0,0,1,0,0,0,0,2,7,9
"-SUM-",1,4,9,1,6,2,1,3,4,3,5,1,40
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,15,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,1,16,0,0,0,0,0,1,0,0,0,2
"Hesiod",0,0,0,11,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,14,0,0,0,0,0,2,2
"OdHomer",1,0,0,0,1,0,18,0,0,1,0,0,3
"Plutarch",0,1,0,0,0,0,0,17,1,0,2,0,4
"Polybius",0,1,0,0,0,0,0,0,15,0,1,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,2,0,0,1,0,1,0,0,11,3,7
"Xenophon",0,0,1,0,0,1,0,0,1,0,0,12,3
"-SUM-",2,3,3,0,4,2,0,1,7,1,3,5,31
"Aeschylus",21,0,0,0,0,0,0,0,0,2,0,0,2
"Diodorus",0,10,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,1,0,1,1,3
"Hesiod",0,0,0,10,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,11,0,0,0,0,0,1,3
"OdHomer",1,0,0,0,0,0,18,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,17,2,0,1,0,4
"Polybius",0,0,0,0,0,0,0,0,18,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,14,0,0,1
"Thucydides",0,2,3,0,0,0,0,1,0,0,13,1,7
"Xenophon",0,2,2,0,0,0,0,1,0,0,2,11,7
"-SUM-",2,5,7,0,3,0,0,2,4,2,4,3,32
"Aeschylus",16,0,0,0,0,0,1,0,0,1,0,0,2
"Diodorus",0,16,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,19,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,11,3,0,2,0,0,1,0,0,6
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,1,0,18,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,12,2,0,1,0,4
"Polybius",0,0,0,0,0,0,0,0,14,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,2,4,0,0,3,0,0,0,0,10,0,9
"Xenophon",0,0,2,0,0,2,0,1,0,0,4,8,9
"-SUM-",1,3,7,0,4,5,3,1,4,2,6,1,37
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,16,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,0,12,0,0,2,0,0,1,0,0,0,3
"Hesiod",0,0,0,15,6,0,3,0,0,0,0,0,9
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,1,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,17,1,0,0,0,2
"Polybius",0,0,1,0,0,0,0,1,13,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,2,1,0,0,0,0,0,1,0,11,2,6
"Xenophon",0,0,0,0,0,1,0,1,2,0,3,11,7
"-SUM-",0,3,2,0,7,3,3,3,9,0,3,3,36
"Aeschylus",19,0,0,0,1,0,0,0,0,0,0,0,1
"Diodorus",0,20,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,13,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,5,0,0,0,0,0,0,0,5
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,16,0,0,0,0,0,2,5
"OdHomer",0,0,0,0,2,0,13,0,0,0,0,0,2
"Plutarch",0,2,1,0,0,0,0,14,0,0,0,0,3
"Polybius",0,0,0,0,0,0,0,0,15,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,2,2,0,0,0,0,0,0,0,11,2,6
"Xenophon",0,0,4,0,0,1,0,0,0,0,4,8,9
"-SUM-",0,4,10,0,8,1,0,0,2,0,5,5,35
"Aeschylus",14,0,0,1,1,0,0,0,0,1,0,0,3
"Diodorus",0,16,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,2,0,0,0,0,1,2,5
"Hesiod",0,0,0,8,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,17,0,0,0,0,1,1,4
"OdHomer",0,0,0,1,2,0,9,0,0,0,0,0,3
"Plutarch",0,0,0,0,0,0,0,20,1,0,1,0,2
"Polybius",0,0,0,0,0,0,0,3,15,0,1,0,4
"Sophocles",0,0,1,0,0,0,1,0,0,18,0,0,2
"Thucydides",0,0,1,0,0,1,0,0,1,0,15,1,4
"Xenophon",0,0,1,0,0,2,0,1,1,0,3,8,8
"-SUM-",0,0,5,2,7,5,1,4,4,1,7,4,40
"Aeschylus",18,0,0,1,0,0,1,0,0,1,0,0,3
"Diodorus",0,9,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,19,0,0,0,0,1,0,0,1,1,3
"Hesiod",0,0,0,12,6,0,0,0,0,1,0,0,7
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,1,0,1
"OdHomer",0,0,0,1,0,0,16,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,10,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,18,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,2,0,0,0,1,0,1,1,0,12,0,5
"Xenophon",0,0,1,0,0,3,0,1,1,0,5,7,11
"-SUM-",0,4,1,2,6,4,1,3,5,2,7,1,36
"Aeschylus",9,0,0,0,0,0,0,0,0,1,0,0,1
"Diodorus",0,14,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,1,17,0,0,0,0,1,0,0,0,0,2
"Hesiod",0,0,0,17,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,5,0,0,8,0,0,0,0,3,1,9
"OdHomer",0,0,0,0,4,0,19,0,0,0,0,0,4
"Plutarch",0,1,1,0,0,0,0,10,2,0,0,0,4
"Polybius",0,1,0,0,0,0,0,0,14,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,16,0,0,1
"Thucydides",0,0,2,0,0,0,0,1,0,0,18,4,7
"Xenophon",0,0,2,0,0,3,0,0,0,0,3,7,8
"-SUM-",1,3,10,0,8,3,0,2,4,1,6,5,43
"Aeschylus",19,0,0,0,0,0,0,0,0,0,0,0,0
"Diodorus",0,12,0,0,0,0,0,0,3,0,1,0,4
"Herodotus",0,0,12,0,0,0,0,1,0,0,1,1,3
"Hesiod",0,0,0,7,6,0,0,0,0,0,0,0,6
"IlHomer",0,0,0,1,21,0,1,0,0,0,0,0,2
"Lysias",0,0,1,0,0,9,0,0,0,0,2,3,6
"OdHomer",0,0,0,0,1,0,15,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,13,0,0,2,0,3
"Polybius",0,1,0,0,0,0,0,1,13,0,0,0,2
