"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Xenophon",0,0,2,0,0,1,0,0,0,0,2,8,5
"-SUM-",1,1,2,0,1,2,0,0,0,0,3,0,10
"Aeschylus",12,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,6,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,5,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,5,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,9,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,6,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,5,0,2
"Xenophon",0,0,0,0,0,1,0,1,0,0,1,5,3
"-SUM-",0,0,1,0,2,2,0,1,0,1,2,0,9
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,5,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,5,0,0,2,0,0,0,0,0,2
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,4,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,8,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,7,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,6,0,0
"Xenophon",0,0,1,0,0,2,0,0,1,0,0,7,4
"-SUM-",0,1,2,0,0,2,2,0,1,0,0,0,8
"Aeschylus",7,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,6,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,9,0,0,0,0,0,0,0,0,2,2
"Hesiod",0,0,0,5,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,13,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,6,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,8,0,0,0,0,1
"Polybius",0,0,0,0,0,1,0,1,5,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,9,0,1
"Xenophon",0,0,0,0,0,1,0,0,0,0,1,6,2
"-SUM-",0,0,2,0,1,2,1,1,1,0,1,2,11
