"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Sophocles",31,0,0,2,10,1,2,0,1,91,0,0,47
"Thucydides",0,7,18,0,1,1,16,10,26,1,39,8,88
"Xenophon",1,8,31,0,0,0,26,6,27,0,13,35,112
"-SUM-",57,49,102,15,94,51,70,39,192,42,46,50,807
"Aeschylus",102,0,0,1,6,1,0,1,0,29,0,0,38
"Diodorus",0,45,10,0,1,0,1,4,50,0,1,2,69
"Herodotus",0,10,68,0,1,3,3,9,19,1,14,5,65
"Hesiod",25,0,1,43,30,32,0,0,0,3,0,0,91
"HomerIL",2,0,0,5,109,21,0,0,0,2,0,0,30
"HomerOD",1,0,0,3,42,105,0,0,0,2,0,1,49
"Lysias",2,1,14,0,1,0,58,5,25,4,12,12,76
"Plutarch",0,12,16,1,0,0,14,27,35,2,7,5,92
"Polybius",0,12,5,0,0,0,7,11,106,0,2,1,38
"Sophocles",30,0,0,0,8,4,2,0,0,103,0,0,44
"Thucydides",0,7,25,0,2,0,16,6,33,0,44,8,97
"Xenophon",0,6,28,0,1,1,21,9,22,0,12,42,100
"-SUM-",60,48,99,10,92,62,64,45,184,43,48,34,789
"Aeschylus",90,0,0,4,9,2,0,0,0,35,0,0,50
"Diodorus",0,52,10,0,0,1,4,9,62,0,2,3,91
"Herodotus",0,9,70,0,0,1,6,9,22,1,8,13,69
"Hesiod",17,0,0,46,27,23,0,0,0,9,0,0,76
"HomerIL",4,0,0,2,99,20,0,0,0,0,0,0,26
"HomerOD",3,0,1,2,47,99,0,0,0,2,0,0,55
"Lysias",1,1,15,0,1,1,65,2,22,3,12,11,69
"Plutarch",2,11,16,0,0,1,5,36,32,1,12,5,85
"Polybius",0,24,2,0,1,0,9,7,109,0,5,1,49
"Sophocles",30,0,0,3,3,2,2,1,2,97,1,0,44
"Thucydides",1,9,17,0,1,0,13,6,37,1,37,11,96
"Xenophon",0,9,26,0,0,1,20,5,28,0,11,31,100
"-SUM-",58,63,87,11,89,52,59,39,205,52,51,44,810
"Aeschylus",104,0,0,3,4,1,0,0,0,34,0,0,42
"Diodorus",0,57,9,0,0,0,4,6,66,0,3,3,91
"Herodotus",2,6,63,0,2,1,9,7,15,1,9,6,58
"Hesiod",15,0,2,67,25,22,0,0,0,5,1,0,70
"HomerIL",4,0,1,7,106,27,0,0,0,2,0,0,41
"HomerOD",4,0,0,5,22,99,0,0,0,1,0,0,32
"Lysias",2,3,17,0,0,0,51,3,25,3,16,9,78
"Plutarch",1,12,20,0,0,0,6,39,34,0,15,4,92
"Polybius",0,11,4,0,0,0,3,4,101,0,3,6,31
"Sophocles",33,0,2,10,8,7,1,1,1,89,3,0,66
"Thucydides",0,7,17,0,0,2,12,14,25,0,46,8,85
"Xenophon",1,6,21,0,0,0,23,6,28,0,11,37,96
"-SUM-",62,45,93,25,61,60,58,41,194,46,61,36,782
