"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Lysias",3,1,18,0,1,1,56,5,15,4,10,16,74
"Plutarch",2,7,16,0,1,0,6,47,47,3,12,1,95
"Polybius",0,12,1,0,0,0,5,6,101,0,9,4,37
"Sophocles",33,0,2,3,7,3,0,0,0,95,0,1,49
"Thucydides",0,12,21,0,0,1,14,9,20,0,37,8,85
"Xenophon",0,9,25,0,1,0,27,4,23,1,19,28,109
"-SUM-",56,52,88,13,76,52,59,42,172,60,62,43,775
"Aeschylus",101,0,0,4,9,2,0,1,0,20,0,0,36
"Diodorus",0,37,12,0,1,0,2,3,56,0,5,5,84
"Herodotus",2,9,71,0,0,1,5,6,16,2,12,10,63
"Hesiod",10,0,0,65,22,25,0,0,0,5,0,0,62
"HomerIL",2,0,0,3,129,32,0,0,0,0,0,0,37
"HomerOD",1,0,0,3,40,97,0,0,0,2,0,0,46
"Lysias",0,4,17,0,0,0,63,6,20,1,10,9,67
"Plutarch",0,11,20,1,0,1,5,31,27,0,10,7,82
"Polybius",0,17,9,0,1,0,2,8,97,0,5,2,44
"Sophocles",41,0,3,4,11,3,2,0,0,97,0,2,66
"Thucydides",0,8,21,0,0,1,12,13,21,0,38,13,89
"Xenophon",0,8,31,0,1,0,20,7,22,1,18,31,108
"-SUM-",56,57,113,15,85,65,48,44,162,31,60,48,784
"Aeschylus",98,0,1,5,5,9,0,0,0,23,0,0,43
"Diodorus",0,57,10,0,0,1,2,7,61,0,4,5,90
"Herodotus",3,7,71,0,0,1,7,12,15,4,14,13,76
"Hesiod",12,0,0,53,26,20,0,0,0,6,0,0,64
"HomerIL",1,0,1,3,111,20,0,0,0,0,0,0,25
"HomerOD",3,0,0,3,38,104,0,0,0,1,0,0,45
"Lysias",1,2,7,0,0,0,64,10,18,3,15,14,70
"Plutarch",1,13,7,0,0,0,4,49,39,0,12,8,84
"Polybius",1,18,8,0,0,0,3,6,93,0,5,2,43
"Sophocles",30,0,3,4,8,3,0,1,1,89,0,1,51
"Thucydides",0,9,21,0,0,1,21,10,34,1,22,11,108
"Xenophon",0,6,18,0,0,2,28,7,24,3,12,31,100
"-SUM-",52,55,76,15,77,57,65,53,192,41,62,54,799
"Aeschylus",99,1,1,5,3,2,0,0,0,33,0,0,45
"Diodorus",2,49,6,0,0,0,1,5,59,0,5,3,81
"Herodotus",2,12,64,0,1,0,11,14,25,1,11,14,91
"Hesiod",10,0,1,53,35,18,0,0,0,5,0,0,69
"HomerIL",2,0,0,5,109,31,0,0,1,3,0,0,42
"HomerOD",1,0,1,8,43,100,0,0,0,1,0,0,54
"Lysias",2,4,18,0,0,0,57,6,20,1,10,12,73
"Plutarch",0,12,13,0,0,0,7,36,39,0,10,6,87
"Polybius",0,12,9,0,0,0,9,7,100,0,4,2,43
"Sophocles",27,0,2,1,5,5,0,0,0,99,0,0,40
"Thucydides",0,6,20,0,0,1,6,9,28,1,35,11,82
"Xenophon",0,4,20,0,0,0,20,4,22,2,23,38,95
"-SUM-",46,51,91,19,87,57,54,45,194,47,63,48,802
