"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Thucydides",0,3,13,0,0,0,2,1,4,0,21,2,25
"Xenophon",0,1,3,0,0,0,10,2,6,0,10,25,32
"-SUM-",4,14,29,2,15,10,12,10,46,5,23,9,179
"Aeschylus",40,0,0,1,0,1,0,0,0,12,0,0,14
"Diodorus",0,23,3,0,0,0,0,1,19,0,1,0,24
"Herodotus",0,2,27,0,0,0,1,3,3,0,2,1,12
"Hesiod",3,0,0,34,7,2,0,0,0,1,0,0,13
"HomerIl",0,0,0,0,38,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,2,9,47,0,0,0,0,0,0,11
"Lysias",0,1,6,0,0,0,35,0,1,0,4,3,15
"Plutarch",0,1,5,0,0,0,1,24,8,0,6,2,23
"Polybius",0,3,2,0,0,0,0,1,45,1,3,0,10
"Sophocles",7,0,0,1,1,0,0,0,0,33,0,0,9
"Thucydides",0,0,10,0,0,0,4,5,7,0,20,2,28
"Xenophon",0,2,9,0,0,0,10,0,4,0,7,15,32
"-SUM-",10,9,35,4,17,6,16,10,42,14,23,8,194
"Aeschylus",53,0,0,1,0,0,0,0,0,4,0,0,5
"Diodorus",0,28,1,0,0,0,0,2,16,0,1,0,20
"Herodotus",0,3,40,0,0,0,4,0,1,0,1,3,12
"Hesiod",1,0,0,36,6,6,0,0,0,2,0,0,15
"HomerIl",0,0,0,1,42,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,0,10,45,0,0,0,0,0,0,10
"Lysias",0,0,6,0,0,0,26,2,5,0,6,6,25
"Plutarch",0,3,6,0,0,0,1,19,10,0,5,0,25
"Polybius",0,6,0,0,0,0,0,0,42,1,0,1,8
"Sophocles",5,0,0,0,0,0,0,0,0,34,0,0,5
"Thucydides",0,2,9,0,0,0,2,2,7,0,8,2,24
"Xenophon",0,3,5,0,0,0,9,1,5,0,6,17,29
"-SUM-",6,17,27,2,16,12,16,7,44,7,19,12,185
"Aeschylus",48,0,0,0,0,0,0,0,0,7,0,0,7
"Diodorus",0,29,0,0,0,0,0,2,15,0,2,0,19
"Herodotus",0,3,39,0,0,0,8,1,2,0,1,3,18
"Hesiod",2,0,0,29,10,3,0,0,0,1,0,0,16
"HomerIl",0,0,0,0,43,3,0,0,0,1,0,0,4
"HomerOd",0,0,0,1,5,43,0,0,0,0,0,0,6
"Lysias",0,0,6,0,0,0,23,1,2,0,2,7,18
"Plutarch",0,0,1,0,0,0,3,21,12,0,4,2,22
"Polybius",0,0,0,0,0,0,0,1,46,1,2,1,5
"Sophocles",7,0,0,0,1,0,0,0,0,37,1,0,9
"Thucydides",0,2,12,0,0,0,4,3,5,0,22,1,27
"Xenophon",0,3,1,0,0,0,12,2,6,0,5,15,29
"-SUM-",9,8,20,1,16,6,27,10,42,10,17,14,180
"Aeschylus",41,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,30,2,0,0,0,0,1,10,0,1,1,15
"Herodotus",0,2,34,0,0,0,2,2,3,0,3,3,15
"Hesiod",3,0,0,17,6,2,0,0,0,0,0,0,11
"HomerIl",1,0,0,0,47,1,0,0,0,1,0,0,3
"HomerOd",0,0,0,0,17,33,0,0,0,0,0,0,17
"Lysias",0,0,10,0,0,0,29,0,4,0,4,9,27
"Plutarch",0,2,5,0,0,0,2,24,8,0,1,1,19
"Polybius",0,4,2,0,0,0,0,2,43,0,0,1,9
"Sophocles",9,0,0,0,2,0,0,0,0,36,1,0,12
"Thucydides",0,1,10,0,0,0,7,6,7,0,22,6,37
"Xenophon",0,2,7,0,0,0,5,4,6,0,5,17,29
"-SUM-",13,11,36,0,25,3,16,15,38,9,15,21,202
"Aeschylus",43,0,0,0,0,0,0,0,0,6,0,0,6
"Diodorus",0,32,1,0,0,0,0,0,19,0,1,0,21
"Herodotus",0,1,32,0,0,0,2,3,2,0,5,4,17
"Hesiod",3,0,0,22,4,1,0,0,0,0,0,0,8
"HomerIl",0,0,0,1,49,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,4,48,0,0,0,0,0,0,5
"Lysias",0,0,6,0,0,0,31,0,4,0,7,3,20
"Plutarch",0,1,5,0,0,0,0,19,9,0,4,1,20
"Polybius",0,2,0,0,0,0,2,1,42,0,1,0,6
"Sophocles",8,0,0,0,0,0,1,0,0,47,0,0,9
"Thucydides",0,0,5,0,0,0,4,2,3,0,21,2,16
"Xenophon",0,2,8,0,0,0,6,0,6,0,7,25,29
"-SUM-",11,6,25,2,8,7,15,6,43,6,25,10,164
"Aeschylus",42,0,0,1,0,0,0,0,0,11,0,0,12
"Diodorus",0,20,2,0,0,0,0,3,25,0,0,1,31
"Herodotus",0,0,28,0,0,0,2,1,2,1,1,4,11
"Hesiod",5,0,1,32,8,5,0,0,0,1,0,0,20
"HomerIl",0,0,0,0,53,2,0,0,0,0,0,0,2
"HomerOd",0,0,0,0,11,42,0,0,0,0,0,0,11
"Lysias",0,0,4,0,0,0,28,1,2,0,3,7,17
"Plutarch",0,3,0,0,0,0,2,21,8,0,6,4,23
"Polybius",0,3,0,0,0,0,0,2,41,1,2,1,9
"Sophocles",8,0,0,0,2,0,1,0,0,32,0,0,11
"Thucydides",0,2,9,0,0,0,3,2,5,0,16,4,25
"Xenophon",0,2,4,0,0,0,8,4,5,0,3,22,26
"-SUM-",13,10,20,1,21,7,16,13,47,14,15,21,198
"Aeschylus",43,0,0,1,0,0,0,0,0,8,0,0,9
"Diodorus",0,26,2,0,0,0,0,1,13,0,0,0,16
"Herodotus",0,2,24,0,0,0,3,1,2,0,5,1,14
"Hesiod",4,0,0,25,4,3,0,0,0,2,0,0,13
"HomerIl",1,0,0,0,44,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,6,35,0,0,0,0,0,0,6
"Lysias",0,0,4,0,0,0,35,0,4,0,3,2,13
"Plutarch",0,2,5,0,0,0,2,24,14,0,4,3,30
"Polybius",0,4,1,0,0,0,0,4,44,0,2,0,11
"Sophocles",6,0,1,1,0,0,0,0,1,44,0,0,9
"Thucydides",0,1,6,0,0,0,7,2,4,0,23,5,25
"Xenophon",0,5,14,0,0,0,7,2,3,0,9,17,40
"-SUM-",11,14,33,2,10,7,19,10,41,10,23,11,191
"Aeschylus",35,0,1,0,1,0,0,0,0,11,0,0,13
"Diodorus",0,32,2,0,0,0,0,0,15,0,2,0,19
"Herodotus",0,4,28,0,0,0,1,1,1,0,6,6,19
"Hesiod",4,0,0,39,6,5,0,0,0,1,0,0,16
"HomerIl",1,0,0,0,34,3,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,7,45,0,0,0,0,0,0,7
"Lysias",0,0,8,0,0,0,23,1,2,0,6,8,25
"Plutarch",0,3,4,0,0,0,1,20,11,0,3,6,28
"Polybius",0,4,2,0,0,0,0,4,45,1,1,1,13
"Sophocles",6,0,0,0,1,1,0,0,0,40,0,0,8
"Thucydides",0,1,4,0,0,0,1,0,3,0,29,4,13
"Xenophon",0,1,3,0,0,0,5,3,5,0,4,19,21
"-SUM-",11,13,24,0,15,9,8,9,37,13,22,25,186
"Aeschylus",44,0,0,1,0,0,0,0,0,10,0,0,11
"Diodorus",0,20,2,0,0,0,0,6,19,0,2,0,29
"Herodotus",0,0,26,0,0,0,1,3,3,0,3,5,15
"Hesiod",1,0,0,36,12,7,0,0,0,0,0,0,20
"HomerIl",0,0,0,1,46,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,6,40,0,0,0,0,0,0,6
"Lysias",0,0,4,0,0,0,27,1,2,0,1,6,14
"Plutarch",0,3,2,0,0,0,1,29,9,0,3,0,18
"Polybius",0,4,1,0,0,0,1,1,42,0,2,0,9
"Sophocles",7,0,1,1,0,1,0,0,0,41,1,0,11
"Thucydides",0,3,8,0,0,0,5,5,7,0,15,4,32
"Xenophon",0,3,4,0,0,0,7,1,3,0,2,19,20
"-SUM-",8,13,22,3,18,12,15,17,43,10,14,15,190
"Aeschylus",34,0,0,0,1,1,0,0,0,8,0,0,10
"Diodorus",0,30,3,0,0,0,0,2,13,0,0,0,18
"Herodotus",0,2,27,0,0,0,3,2,4,1,6,3,21
"Hesiod",3,0,0,23,8,6,0,0,0,1,0,0,18
"HomerIl",0,0,0,0,49,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,7,52,0,0,0,0,0,0,8
"Lysias",0,0,5,0,0,0,23,1,2,0,4,4,16
"Plutarch",0,0,3,0,0,0,1,27,10,0,2,3,19
"Polybius",1,7,1,0,0,0,2,3,44,0,0,0,14
"Sophocles",12,0,0,0,1,0,1,0,0,37,0,0,14
"Thucydides",0,3,7,0,0,0,2,1,4,0,18,5,22
"Xenophon",0,3,7,0,0,0,5,2,4,0,3,23,24
"-SUM-",16,15,26,1,17,11,14,11,37,10,15,15,188
"Aeschylus",39,0,0,0,3,0,0,0,0,4,0,0,7
"Diodorus",0,30,3,0,0,0,0,0,10,0,0,0,13
"Herodotus",0,1,29,0,0,0,2,0,5,0,5,4,17
"Hesiod",3,0,0,31,9,4,0,0,0,1,0,0,17
"HomerIl",0,0,0,1,48,11,0,0,0,0,0,0,12
"HomerOd",1,0,0,0,9,42,0,0,0,1,0,0,11
"Lysias",0,0,7,0,0,0,27,0,2,0,4,5,18
"Plutarch",0,1,3,0,0,0,2,27,12,0,3,3,24
"Polybius",0,3,1,0,0,0,0,2,43,1,0,0,7
"Sophocles",9,0,0,0,1,0,0,0,1,41,0,0,11
"Thucydides",0,3,3,0,0,0,6,2,1,0,22,6,21
"Xenophon",0,2,6,0,0,0,5,1,4,0,6,14,24
"-SUM-",13,10,23,1,22,15,15,5,35,7,18,18,182
"Aeschylus",45,0,1,0,0,2,0,0,0,8,0,0,11
"Diodorus",0,27,1,0,0,0,2,1,19,0,0,0,23
"Herodotus",0,0,32,0,0,0,2,1,6,0,4,4,17
"Hesiod",0,0,0,33,6,4,0,0,0,2,0,0,12
"HomerIl",1,0,0,0,46,11,0,0,0,1,0,0,13
"HomerOd",0,0,0,0,8,44,0,0,0,0,0,0,8
"Lysias",0,1,5,0,0,0,23,0,1,0,9,2,18
"Plutarch",0,2,2,0,0,0,1,22,9,0,5,5,24
"Polybius",0,3,1,0,0,0,0,0,47,0,0,0,4
"Sophocles",9,0,0,0,2,0,0,0,0,37,1,0,12
"Thucydides",0,1,9,0,0,0,3,3,5,0,17,2,23
"Xenophon",0,4,6,0,0,0,6,0,2,0,3,16,21
"-SUM-",10,11,25,0,16,17,14,5,42,11,22,13,186
"Aeschylus",38,0,0,2,0,1,0,0,0,4,0,0,7
"Diodorus",0,24,0,0,0,0,1,2,14,0,0,1,18
"Herodotus",0,2,29,0,0,0,2,1,3,0,4,4,16
"Hesiod",4,0,0,33,6,2,0,0,0,2,0,0,14
"HomerIl",0,0,0,1,55,5,0,0,0,0,0,0,6
"HomerOd",1,0,0,0,12,48,0,0,0,0,0,0,13
"Lysias",0,0,2,0,0,0,35,0,2,0,3,8,15
"Plutarch",0,2,3,0,0,0,2,25,10,0,1,0,18
"Polybius",0,3,0,0,0,0,0,1,34,0,0,1,5
"Sophocles",5,0,1,0,0,0,1,0,0,40,0,0,7
"Thucydides",0,2,9,0,0,0,3,9,10,0,17,2,35
"Xenophon",0,1,7,0,0,0,8,1,4,0,4,18,25
"-SUM-",10,10,22,3,18,8,17,14,43,6,12,16,179
"Aeschylus",40,0,0,0,2,0,0,0,0,6,0,0,8
"Diodorus",0,33,4,0,0,0,0,1,14,0,2,1,22
"Herodotus",0,2,27,0,0,0,4,1,0,0,7,1,15
"Hesiod",3,0,0,22,12,2,0,0,0,1,0,0,18
"HomerIl",0,0,0,0,47,1,0,0,0,0,0,0,1
"HomerOd",0,0,0,0,11,55,0,0,0,0,0,0,11
"Lysias",0,0,5,0,0,0,27,1,1,0,2,7,16
"Plutarch",0,5,1,0,0,0,2,30,4,0,3,3,18
"Polybius",0,2,1,0,0,0,2,2,48,0,0,1,8
"Sophocles",6,0,1,0,1,0,0,0,0,34,0,0,8
"Thucydides",0,5,3,0,0,0,2,3,3,0,21,3,19
"Xenophon",0,3,5,0,0,0,11,4,5,0,5,14,33
"-SUM-",9,17,20,0,26,3,21,12,27,7,19,16,177
"Aeschylus",36,0,0,0,1,0,0,0,0,6,0,0,7
"Diodorus",0,29,0,0,0,0,0,2,13,0,1,1,17
"Herodotus",2,4,34,0,0,0,7,2,1,0,2,2,20
"Hesiod",1,0,0,29,4,4,0,0,0,1,0,1,11
"HomerIl",0,0,0,1,43,8,0,0,0,0,0,0,9
"HomerOd",0,0,0,0,6,40,0,0,0,0,0,0,6
"Lysias",0,1,6,0,0,0,32,1,3,0,4,4,19
"Plutarch",0,2,2,0,0,0,1,31,11,0,4,0,20
"Polybius",0,2,0,0,0,0,1,5,38,1,0,0,9
"Sophocles",4,0,0,1,1,1,0,0,0,41,0,0,7
"Thucydides",0,2,8,0,0,0,4,6,3,0,20,3,26
"Xenophon",0,2,9,0,0,0,12,3,6,0,5,14,37
"-SUM-",7,13,25,2,12,13,25,19,37,8,16,11,188
"Aeschylus",52,0,0,1,1,1,0,0,0,9,0,0,12
"Diodorus",0,33,1,0,0,0,0,0,16,0,0,0,17
"Herodotus",0,1,26,0,0,0,4,0,3,0,3,7,18
"Hesiod",2,0,0,35,6,1,0,0,0,3,0,0,12
"HomerIl",2,0,0,0,50,5,0,0,0,0,0,0,7
"HomerOd",0,0,0,0,7,40,0,0,0,0,0,0,7
"Lysias",0,1,4,0,0,0,23,0,7,0,1,5,18
"Plutarch",0,4,3,0,0,0,1,18,5,0,3,2,18
"Polybius",0,1,0,0,0,0,1,2,40,0,0,0,4
"Sophocles",9,0,0,0,2,0,1,0,0,40,0,0,12
"Thucydides",0,3,10,0,0,0,2,4,4,0,21,0,23
"Xenophon",0,3,5,0,0,0,11,2,7,0,2,19,30
"-SUM-",13,13,23,1,16,7,20,8,42,12,9,14,178
"Aeschylus",39,0,1,0,0,0,0,0,0,12,0,0,13
"Diodorus",0,34,1,0,0,0,0,1,14,0,0,0,16
"Herodotus",0,0,29,0,0,0,1,1,6,0,7,4,19
"Hesiod",1,0,0,29,10,3,0,0,0,4,0,0,18
"HomerIl",0,0,0,1,48,2,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,6,27,0,0,0,0,0,0,6
"Lysias",0,0,3,0,0,0,28,0,2,0,6,6,17
"Plutarch",0,3,3,0,0,0,1,21,12,0,1,3,23
"Polybius",0,9,0,0,0,0,0,0,59,0,0,0,9
"Sophocles",4,0,0,0,0,0,0,0,0,45,1,0,5
"Thucydides",0,1,11,0,0,0,0,8,3,0,22,3,26
"Xenophon",0,1,5,0,0,0,5,2,5,0,4,17,22
"-SUM-",5,14,24,1,16,5,7,12,42,16,19,16,177
"Aeschylus",34,0,1,0,0,1,0,0,0,8,0,0,10
"Diodorus",0,36,1,0,0,0,0,0,16,0,1,0,18
"Herodotus",1,2,30,0,0,0,3,0,3,1,4,3,17
"Hesiod",4,0,0,25,9,7,0,0,0,1,0,0,21
"HomerIl",0,0,0,1,51,0,0,0,0,0,0,0,1
"HomerOd",0,0,0,1,9,34,0,0,0,0,0,0,10
"Lysias",0,0,6,0,0,0,27,0,0,0,2,3,11
"Plutarch",0,3,5,0,0,0,1,25,7,0,6,1,23
"Polybius",0,6,0,0,0,0,0,2,36,0,1,1,10
"Sophocles",9,0,0,1,2,0,0,0,0,37,0,0,12
"Thucydides",0,2,9,0,0,0,3,3,6,0,20,6,29
"Xenophon",0,3,5,0,0,0,13,2,6,0,7,22,36
"-SUM-",14,16,27,3,20,8,20,7,38,10,21,14,198
"Aeschylus",35,0,0,0,0,0,0,0,0,4,0,0,4
"Diodorus",0,33,6,0,0,0,0,4,18,0,0,0,28
"Herodotus",0,3,32,0,0,0,2,1,1,0,2,2,11
"Hesiod",2,0,0,33,3,2,0,0,0,1,0,1,9
"HomerIl",0,0,0,1,41,2,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,6,45,0,0,0,0,0,0,6
"Lysias",0,0,5,0,0,0,29,0,2,0,1,5,13
"Plutarch",0,7,2,0,0,0,2,19,12,0,2,1,26
"Polybius",0,1,2,0,0,0,0,1,46,0,2,1,7
"Sophocles",12,0,0,0,1,0,0,0,0,42,0,0,13
"Thucydides",0,4,11,0,0,0,4,5,5,0,19,6,35
"Xenophon",0,1,5,0,0,0,6,1,5,0,3,25,21
"-SUM-",14,16,31,1,10,4,14,12,43,5,10,16,176
"Aeschylus",32,0,1,1,2,1,0,0,0,5,0,0,10
"Diodorus",0,20,4,0,0,0,0,0,17,0,2,0,23
"Herodotus",0,3,30,0,0,0,5,1,1,0,1,2,13
"Hesiod",2,0,0,25,6,4,0,0,0,1,0,0,13
"HomerIl",0,0,0,0,28,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,8,57,0,0,0,0,0,0,8
"Lysias",0,0,11,0,0,0,34,0,2,0,8,5,26
"Plutarch",0,2,4,0,0,0,2,24,6,0,3,3,20
"Polybius",0,4,0,0,0,0,1,1,48,0,0,0,6
"Sophocles",9,0,0,0,1,0,0,0,0,47,0,0,10
"Thucydides",0,0,13,0,0,0,3,2,3,0,21,4,25
"Xenophon",0,2,12,0,0,0,8,1,4,0,3,19,30
"-SUM-",11,11,45,1,17,11,19,5,33,6,17,14,190
"Aeschylus",37,0,0,1,3,2,0,0,0,10,0,0,16
"Diodorus",0,20,1,0,0,0,0,1,20,0,2,1,25
"Herodotus",0,1,42,0,0,0,1,1,3,0,5,5,16
"Hesiod",4,0,0,27,10,3,0,0,0,0,0,0,17
"HomerIl",0,0,0,0,45,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,7,36,0,0,0,0,0,0,7
"Lysias",0,0,7,0,0,0,24,1,4,0,3,3,18
"Plutarch",0,4,2,0,0,0,1,20,11,0,1,2,21
"Polybius",0,6,1,0,0,0,0,1,35,0,0,0,8
"Sophocles",11,0,0,1,3,0,0,0,0,41,0,0,15
"Thucydides",0,0,12,0,0,0,5,2,3,0,32,6,28
"Xenophon",0,0,6,0,0,0,7,0,4,0,5,18,22
"-SUM-",15,11,29,2,23,10,14,6,45,10,16,17,198
"Aeschylus",46,0,0,1,0,0,0,0,0,6,0,0,7
"Diodorus",0,23,2,0,0,0,0,2,10,0,1,0,15
"Herodotus",0,3,31,0,0,0,2,2,0,1,5,5,18
"Hesiod",1,0,0,30,9,4,0,0,0,0,0,0,14
"HomerIl",0,0,0,0,48,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,6,53,0,0,0,0,0,0,6
"Lysias",0,0,8,0,0,0,31,1,3,0,4,8,24
"Plutarch",0,0,5,0,0,0,1,23,9,0,5,3,23
"Polybius",0,2,0,0,0,0,0,4,38,0,0,0,6
"Sophocles",9,0,0,0,0,2,0,0,0,39,1,0,12
"Thucydides",0,1,2,0,0,0,4,3,5,0,17,3,18
"Xenophon",0,1,13,0,0,0,6,1,5,0,4,20,30
"-SUM-",10,7,30,1,15,9,13,13,32,7,20,19,176
"Aeschylus",37,0,0,0,0,1,0,0,0,2,0,0,3
"Diodorus",0,24,2,0,0,0,0,0,12,0,3,0,17
"Herodotus",0,0,28,0,0,0,4,0,4,0,5,4,17
"Hesiod",2,0,0,35,7,1,0,0,0,5,0,0,15
"HomerIl",1,0,0,0,49,5,0,0,0,0,0,0,6
"HomerOd",1,0,0,2,8,49,0,0,0,0,0,0,11
"Lysias",0,1,10,0,0,0,25,1,2,1,6,5,26
"Plutarch",0,4,5,0,0,0,1,23,13,0,4,3,30
"Polybius",0,4,0,0,0,0,2,4,33,0,1,2,13
"Sophocles",5,0,0,0,1,1,0,0,0,32,0,0,7
"Thucydides",0,2,4,0,0,0,3,3,4,0,21,3,19
"Xenophon",0,2,9,0,0,0,11,1,5,0,6,21,34
"-SUM-",9,13,30,2,16,8,21,9,40,8,25,17,198
"Aeschylus",40,0,0,1,0,1,0,0,0,4,0,0,6
"Diodorus",0,24,1,0,0,0,0,0,13,0,1,1,16
"Herodotus",0,1,30,0,0,0,3,0,0,1,2,5,12
"Hesiod",1,0,0,27,5,1,0,0,0,1,0,0,8
"HomerIl",0,0,0,1,43,4,0,0,0,1,0,0,6
"HomerOd",0,0,0,1,7,48,0,0,0,1,0,0,9
"Lysias",0,0,5,0,0,0,30,0,6,0,4,3,18
"Plutarch",0,5,5,0,0,0,2,25,10,0,2,1,25
"Polybius",0,1,0,0,0,0,2,4,44,0,2,1,10
"Sophocles",7,0,0,1,1,0,0,0,0,45,0,0,9
"Thucydides",0,2,8,0,0,0,2,3,4,0,22,6,25
"Xenophon",0,1,12,0,0,0,8,3,6,0,2,21,32
"-SUM-",8,10,31,4,13,6,17,10,39,8,13,17,176
"Aeschylus",45,0,1,0,0,1,0,0,0,9,0,0,11
"Diodorus",0,22,1,0,0,0,0,1,15,0,0,1,18
"Herodotus",0,2,26,0,0,0,3,2,2,0,3,7,19
"Hesiod",2,0,0,26,10,7,0,0,0,2,0,0,21
"HomerIl",0,0,0,1,41,4,0,0,0,1,0,0,6
"HomerOd",0,0,0,1,10,45,0,0,0,0,0,0,11
"Lysias",0,0,7,0,0,0,27,0,2,0,1,8,18
"Plutarch",0,1,5,0,0,0,2,27,8,0,11,2,29
"Polybius",0,3,1,0,0,0,0,1,36,0,2,0,7
"Sophocles",4,0,0,0,2,0,0,0,0,51,0,0,6
"Thucydides",0,3,8,0,0,0,2,4,7,0,21,3,27
"Xenophon",0,2,5,0,0,0,4,2,10,0,2,10,25
"-SUM-",6,11,28,2,22,12,11,10,44,12,19,21,198
"Aeschylus",28,0,0,1,1,1,0,0,0,10,0,0,13
"Diodorus",0,30,0,0,0,0,0,1,15,0,1,0,17
"Herodotus",0,2,31,0,0,0,2,1,4,0,4,6,19
"Hesiod",3,0,0,31,9,6,0,0,0,0,0,0,18
"HomerIl",0,0,0,0,52,4,0,0,0,0,0,0,4
"HomerOd",1,0,0,0,8,45,0,0,0,1,0,0,10
"Lysias",0,0,4,0,0,0,26,0,4,0,2,6,16
"Plutarch",0,2,7,0,0,0,0,22,4,0,4,4,21
"Polybius",0,2,1,0,0,0,2,2,46,0,1,0,8
"Sophocles",4,0,1,1,2,1,0,0,0,43,0,0,9
"Thucydides",0,2,9,0,0,0,5,5,5,0,15,6,32
"Xenophon",0,1,0,0,0,0,4,2,3,0,6,23,16
"-SUM-",8,9,22,2,20,12,13,11,35,11,18,22,183
"Aeschylus",42,0,0,1,1,0,0,0,0,7,0,0,9
"Diodorus",0,22,2,0,0,0,0,3,16,0,0,2,23
"Herodotus",0,3,31,0,0,0,2,3,1,0,1,5,15
"Hesiod",4,0,0,25,4,2,0,0,0,3,0,0,13
"HomerIl",0,0,0,0,36,4,0,0,0,1,0,0,5
"HomerOd",0,0,0,2,6,42,0,0,0,0,0,0,8
"Lysias",0,1,5,0,0,0,29,1,3,0,4,7,21
"Plutarch",0,4,3,0,0,0,0,31,13,0,8,3,31
"Polybius",0,3,0,0,0,0,0,1,37,0,0,0,4
"Sophocles",11,0,0,1,0,0,0,0,0,32,0,0,12
"Thucydides",0,2,11,0,0,0,1,4,4,0,24,6,28
"Xenophon",0,3,7,0,0,0,9,2,4,0,2,28,27
"-SUM-",15,16,28,4,11,6,12,14,41,11,15,23,196
"Aeschylus",42,0,0,1,0,0,0,0,0,3,0,0,4
"Diodorus",0,25,2,0,0,0,0,0,18,0,1,3,24
"Herodotus",0,0,35,0,0,0,1,2,3,0,3,4,13
"Hesiod",1,0,0,34,9,4,0,0,0,0,0,0,14
"HomerIl",0,0,0,0,44,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,11,46,0,0,0,0,0,0,11
"Lysias",0,0,7,0,0,0,24,1,3,0,4,3,18
"Plutarch",0,3,2,0,0,0,1,27,11,0,2,3,22
"Polybius",0,5,1,0,0,0,3,2,46,0,1,0,12
"Sophocles",9,0,0,0,0,0,1,0,0,35,0,0,10
"Thucydides",0,5,5,0,0,0,5,5,6,0,18,2,28
"Xenophon",0,1,4,0,0,0,6,1,6,0,4,18,22
"-SUM-",10,14,21,1,20,7,17,11,47,3,15,15,181
"Aeschylus",37,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,19,3,0,0,0,0,0,20,0,0,1,24
"Herodotus",0,0,31,0,0,0,1,1,1,0,5,2,10
"Hesiod",1,0,0,37,5,3,0,0,0,2,0,1,12
"HomerIl",1,0,0,0,34,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,11,42,0,0,0,0,0,0,12
"Lysias",0,0,3,0,0,0,31,0,2,0,3,3,11
"Plutarch",0,3,4,0,0,0,2,20,9,0,1,2,21
"Polybius",0,2,0,0,0,0,1,4,55,1,2,1,11
"Sophocles",4,0,0,1,1,0,0,0,0,43,0,0,6
"Thucydides",0,2,9,0,0,0,3,5,9,0,22,1,29
"Xenophon",0,2,8,0,0,0,10,1,7,0,4,22,32
"-SUM-",6,9,27,2,17,8,17,11,48,11,15,11,182
"Aeschylus",38,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,32,1,0,0,0,0,0,12,0,0,1,14
"Herodotus",0,3,28,0,0,0,0,3,3,0,4,7,20
"Hesiod",2,0,0,22,9,3,0,0,0,1,0,0,15
"HomerIl",0,0,0,1,43,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,10,48,0,0,0,0,0,0,11
"Lysias",0,0,9,0,0,0,34,0,0,0,5,4,18
"Plutarch",0,2,0,0,0,0,1,26,7,0,4,2,16
"Polybius",0,2,3,0,0,0,2,4,42,0,0,0,11
"Sophocles",3,0,0,1,0,0,0,0,0,45,0,0,4
"Thucydides",0,2,8,0,0,0,2,3,10,0,23,2,27
"Xenophon",0,2,7,0,0,0,7,3,5,0,4,16,28
"-SUM-",5,11,28,3,19,8,12,13,37,9,17,16,178
"Aeschylus",50,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,29,2,0,0,0,0,0,12,0,2,1,17
"Herodotus",1,0,25,0,0,0,3,2,4,0,6,1,17
"Hesiod",3,0,0,31,4,1,0,0,0,2,0,1,11
"HomerIl",0,0,0,0,46,4,0,0,0,1,0,0,5
"HomerOd",1,0,0,1,12,35,0,0,0,0,0,0,14
"Lysias",0,0,6,0,0,0,30,1,4,0,8,7,26
"Plutarch",0,0,3,0,0,0,0,25,12,0,0,3,18
"Polybius",0,3,2,0,0,0,0,2,38,0,0,0,7
"Sophocles",5,0,0,0,0,0,0,0,0,38,0,0,5
"Thucydides",0,2,7,0,0,0,2,1,9,0,23,3,24
"Xenophon",0,0,8,0,0,0,8,1,4,0,9,22,30
"-SUM-",10,5,28,1,16,6,13,7,45,11,25,16,183
"Aeschylus",43,0,0,0,0,0,0,0,0,6,0,0,6
"Diodorus",0,31,0,0,0,0,0,1,15,0,1,1,18
"Herodotus",0,2,27,0,0,0,2,3,5,1,1,3,17
"Hesiod",2,0,1,31,11,1,0,0,0,0,0,0,15
"HomerIl",0,0,0,2,52,1,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,3,40,0,0,0,0,0,0,3
"Lysias",0,0,6,0,0,0,35,0,4,0,2,5,17
"Plutarch",0,3,1,0,0,0,1,20,9,0,2,0,16
"Polybius",0,2,1,0,0,0,0,2,45,0,0,0,5
"Sophocles",8,0,0,0,0,0,1,0,0,61,0,0,9
"Thucydides",0,1,6,0,0,0,2,2,3,0,22,3,17
"Xenophon",0,1,3,0,0,0,8,1,4,0,5,20,22
"-SUM-",10,9,18,2,14,2,14,9,40,7,11,12,148
"Aeschylus",43,0,0,1,0,0,0,0,0,8,0,0,9
"Diodorus",0,29,3,0,0,0,0,1,14,0,1,0,19
"Herodotus",0,2,32,0,0,0,3,1,5,0,1,6,18
