"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Xenophon",0,6,21,0,1,0,21,7,17,1,15,34,89
"-SUM-",42,43,91,18,74,40,51,37,127,38,44,37,642
"Aeschylus",63,0,2,4,3,3,0,0,0,17,0,0,29
"Diodorus",0,45,9,0,0,0,1,5,43,0,2,4,64
"Herodotus",1,4,66,0,0,0,7,7,14,1,14,4,52
"Hesiod",16,0,0,57,12,19,0,0,0,5,0,0,52
"HomerIL",1,0,1,9,104,15,0,0,0,0,0,0,26
"HomerOd",2,0,0,2,29,92,0,0,0,3,0,0,36
"Lysias",0,2,13,0,1,0,56,2,13,3,6,8,48
"Plutarch",0,12,13,0,0,0,6,37,36,1,9,3,80
"Polybius",0,10,6,0,0,0,2,7,108,0,1,2,28
"Sophocles",27,0,1,1,7,2,0,0,1,90,2,0,41
"Thucydides",0,11,20,0,0,1,14,10,25,0,42,14,95
"Xenophon",0,7,15,0,3,0,24,7,21,0,15,32,92
"-SUM-",47,46,80,16,55,40,54,38,153,30,49,35,643
"Aeschylus",76,0,4,2,4,0,0,0,0,27,0,0,37
"Diodorus",0,45,6,0,0,0,2,7,38,0,5,4,62
"Herodotus",1,7,78,0,2,1,4,9,11,3,16,10,64
"Hesiod",14,0,0,68,17,17,0,0,0,5,0,0,53
"HomerIL",5,0,1,6,99,19,0,0,0,1,0,0,32
"HomerOd",2,0,0,4,28,76,0,0,0,0,0,0,34
"Lysias",1,3,13,0,1,0,57,5,19,3,16,13,74
"Plutarch",0,11,13,1,0,0,8,32,30,1,8,2,74
"Polybius",0,16,6,0,0,0,6,6,103,0,3,4,41
"Sophocles",19,0,0,5,4,1,0,0,3,88,0,0,32
"Thucydides",0,2,16,0,0,0,4,13,24,0,38,3,62
"Xenophon",0,8,16,0,0,0,18,9,15,1,11,32,78
"-SUM-",42,47,75,18,56,38,42,49,140,41,59,36,643
"Aeschylus",93,0,0,3,8,1,0,0,0,26,0,0,38
"Diodorus",0,33,6,0,0,0,1,13,56,0,5,1,82
"Herodotus",1,7,54,1,1,0,11,3,12,4,8,7,55
"Hesiod",14,0,0,53,30,16,0,0,0,5,0,0,65
"HomerIL",4,0,1,6,87,16,0,0,0,1,0,0,28
"HomerOd",2,0,0,2,24,111,0,0,0,0,0,0,28
"Lysias",0,4,10,0,1,1,47,3,20,2,10,13,64
"Plutarch",1,7,16,0,1,0,2,39,32,0,8,6,73
"Polybius",0,14,6,0,0,0,3,7,106,0,3,1,34
"Sophocles",26,0,0,3,4,3,1,0,1,75,0,1,39
"Thucydides",0,5,16,0,0,1,8,9,22,1,31,13,75
"Xenophon",0,6,22,0,2,0,24,7,16,0,17,31,94
"-SUM-",48,43,77,15,71,38,50,42,159,39,51,42,675
