"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Sophocles",9,0,0,1,1,0,0,0,1,56,0,0,12
"Thucydides",0,3,14,1,0,0,4,6,8,0,24,5,41
"Xenophon",0,4,6,0,0,0,7,2,7,0,7,31,33
"-SUM-",13,22,41,8,30,12,18,16,56,15,24,22,277
"Aeschylus",48,0,0,0,1,2,0,0,0,12,0,0,15
"Diodorus",0,20,2,0,0,0,0,2,21,0,2,1,28
"Herodotus",0,1,37,0,0,0,6,4,5,1,3,7,27
"Hesiod",3,0,0,49,7,5,0,0,0,0,0,0,15
"HomerIl",0,0,0,1,64,8,0,0,0,0,0,0,9
"HomerOd",1,0,0,2,12,49,0,0,0,0,0,0,15
"Lysias",0,0,8,0,0,0,33,3,3,0,3,6,23
"Plutarch",0,4,5,0,0,0,2,29,17,0,5,1,34
"Polybius",0,5,1,0,0,0,1,2,53,0,2,3,14
"Sophocles",14,0,0,0,2,0,0,0,1,61,0,0,17
"Thucydides",0,1,13,0,0,0,7,3,7,0,24,7,38
"Xenophon",0,2,12,0,0,0,10,2,4,0,6,27,36
"-SUM-",18,13,41,3,22,15,26,16,58,13,21,25,271
"Aeschylus",48,0,0,1,0,1,0,0,0,13,0,0,15
"Diodorus",0,32,4,0,0,0,0,2,24,0,2,0,32
"Herodotus",0,0,44,0,0,0,5,1,3,0,4,2,15
"Hesiod",4,0,0,37,10,9,0,0,0,1,0,0,24
"HomerIl",0,0,0,2,73,7,0,0,0,0,0,0,9
"HomerOd",1,0,0,2,11,65,0,0,0,1,0,0,15
"Lysias",0,0,8,0,0,0,39,1,2,0,3,6,20
"Plutarch",0,4,2,0,0,0,1,34,14,0,2,0,23
"Polybius",0,4,2,0,1,0,1,4,63,0,1,0,13
"Sophocles",6,0,0,0,0,0,0,0,0,37,0,0,6
"Thucydides",0,1,11,0,0,1,7,5,5,0,26,2,32
"Xenophon",0,3,8,0,0,0,16,1,9,0,4,22,41
"-SUM-",11,12,35,5,22,18,30,14,57,15,16,10,245
"Aeschylus",56,0,1,1,2,1,0,0,0,9,0,0,14
"Diodorus",0,29,1,0,0,0,0,2,27,0,1,1,32
"Herodotus",0,2,37,0,0,0,2,2,3,0,8,4,21
"Hesiod",1,0,0,38,14,6,0,0,0,3,0,0,24
"HomerIl",0,0,0,1,72,10,0,0,0,0,0,0,11
"HomerOd",0,0,0,3,9,42,0,0,0,1,0,0,13
"Lysias",0,0,6,0,0,0,31,1,7,0,5,6,25
"Plutarch",0,3,6,0,0,0,2,28,9,0,3,3,26
"Polybius",0,8,1,0,0,0,1,4,61,0,2,0,16
"Sophocles",14,0,1,0,0,1,0,0,0,53,0,0,16
"Thucydides",0,4,10,0,0,0,4,2,10,0,28,6,36
"Xenophon",0,2,13,0,0,0,7,1,3,0,7,23,33
"-SUM-",15,19,39,5,25,18,16,12,59,13,26,20,267
