"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"Plutarch",2,2,20,12,4,20
"Polybius",1,2,1,28,0,4
"Thucydides",2,6,3,7,17,18
"-SUM-",5,12,5,29,11,62
"Diodorus",24,1,2,10,0,13
"Herodotus",1,28,3,4,3,11
"Plutarch",1,2,19,7,2,12
"Polybius",3,0,4,27,1,8
"Thucydides",2,5,3,7,11,17
"-SUM-",7,8,12,28,6,61
"Diodorus",24,2,2,11,0,15
"Herodotus",0,24,2,4,3,9
"Plutarch",2,1,22,4,3,10
"Polybius",3,0,4,29,1,8
"Thucydides",1,4,3,5,16,13
"-SUM-",6,7,11,24,7,55
"Diodorus",26,2,0,6,0,8
"Herodotus",1,27,2,2,3,8
"Plutarch",1,4,19,7,8,20
"Polybius",2,1,1,28,0,4
"Thucydides",1,5,2,6,16,14
"-SUM-",5,12,5,21,11,54
"Diodorus",15,0,1,6,0,7
"Herodotus",2,28,1,1,3,7
"Plutarch",2,5,24,5,3,15
"Polybius",4,0,0,25,3,7
"Thucydides",2,5,1,4,30,12
"-SUM-",10,10,3,16,9,48
"Diodorus",17,3,0,10,0,13
"Herodotus",0,26,1,1,0,2
"Plutarch",0,5,23,6,5,16
"Polybius",6,1,1,32,0,8
"Thucydides",0,7,0,5,21,12
"-SUM-",6,16,2,22,5,51
"Diodorus",24,1,1,8,1,11
"Herodotus",1,23,2,4,4,11
"Plutarch",1,2,17,6,6,15
"Polybius",3,1,3,28,0,7
"Thucydides",0,5,1,2,26,8
"-SUM-",5,9,7,20,11,52
"Diodorus",20,2,2,8,0,12
"Herodotus",1,21,1,4,6,12
"Plutarch",2,4,25,4,2,12
"Polybius",1,1,1,30,0,3
"Thucydides",2,11,3,2,17,18
"-SUM-",6,18,7,18,8,57
"Diodorus",32,1,0,8,1,10
"Herodotus",0,31,2,2,5,9
"Plutarch",2,0,18,2,5,9
"Polybius",2,0,3,24,2,7
"Thucydides",3,8,2,1,16,14
"-SUM-",7,9,7,13,13,49
"Diodorus",20,4,1,7,1,13
"Herodotus",0,23,1,2,4,7
"Plutarch",2,6,13,9,6,23
"Polybius",2,0,0,33,2,4
"Thucydides",2,6,0,6,20,14
"-SUM-",6,16,2,24,13,61
"Diodorus",15,1,0,10,0,11
"Herodotus",1,30,3,2,5,11
"Plutarch",1,2,14,8,2,13
"Polybius",2,1,2,35,3,8
"Thucydides",1,8,1,6,17,16
"-SUM-",5,12,6,26,10,59
"Diodorus",25,1,0,12,2,15
"Herodotus",1,20,1,1,4,7
"Plutarch",3,9,24,3,2,17
"Polybius",2,3,1,24,1,7
"Thucydides",1,5,1,5,19,12
"-SUM-",7,18,3,21,9,58
"Diodorus",26,1,2,12,0,15
"Herodotus",0,21,1,4,5,10
"Plutarch",2,3,17,2,3,10
"Polybius",5,2,1,26,1,9
"Thucydides",2,6,1,5,22,14
"-SUM-",9,12,5,23,9,58
"Diodorus",24,1,0,5,1,7
"Herodotus",2,22,0,4,3,9
"Plutarch",2,0,25,10,8,20
"Polybius",0,0,1,21,0,1
"Thucydides",3,10,5,4,19,22
"-SUM-",7,11,6,23,12,59
"Diodorus",15,0,0,8,0,8
"Herodotus",1,30,1,2,3,7
"Plutarch",1,5,27,8,5,19
"Polybius",2,3,1,34,0,6
"Thucydides",0,3,1,2,18,6
"-SUM-",4,11,3,20,8,46
"Diodorus",23,2,1,7,0,10
"Herodotus",1,23,0,1,5,7
"Plutarch",2,3,20,6,6,17
"Polybius",3,0,2,39,0,5
"Thucydides",1,7,2,5,11,15
"-SUM-",7,12,5,19,11,54
"Diodorus",20,1,1,3,1,6
"Herodotus",2,23,2,2,4,10
"Plutarch",3,4,30,8,3,18
"Polybius",1,0,3,27,0,4
"Thucydides",0,7,2,2,21,11
"-SUM-",6,12,8,15,8,49
"Diodorus",27,1,1,4,0,6
"Herodotus",2,23,1,3,4,10
"Plutarch",2,5,19,3,8,18
"Polybius",5,1,1,26,1,8
"Thucydides",3,9,2,3,16,17
"-SUM-",12,16,5,13,13,59
"Diodorus",20,0,0,7,1,8
"Herodotus",0,35,1,2,3,6
"Plutarch",1,4,16,7,6,18
"Polybius",4,1,2,26,0,7
"Thucydides",1,9,4,4,16,18
"-SUM-",6,14,7,20,10,57
"Diodorus",36,0,1,8,2,11
"Herodotus",1,26,0,0,2,3
"Plutarch",1,3,18,2,4,10
"Polybius",1,1,1,27,1,4
"Thucydides",0,6,3,4,22,13
"-SUM-",3,10,5,14,9,41
"Diodorus",19,2,0,8,2,12
"Herodotus",1,30,1,1,5,8
"Plutarch",0,1,23,8,3,12
"Polybius",4,1,0,30,1,6
"Thucydides",1,8,2,3,16,14
"-SUM-",6,12,3,20,11,52
"Diodorus",20,2,1,8,0,11
"Herodotus",0,26,0,2,1,3
"Plutarch",2,2,27,3,6,13
"Polybius",3,0,0,27,1,4
"Thucydides",0,7,6,4,22,17
"-SUM-",5,11,7,17,8,48
"Diodorus",20,0,1,12,1,14
"Herodotus",0,25,3,2,7,12
"Plutarch",4,4,19,3,4,15
"Polybius",4,0,1,26,0,5
"Thucydides",1,9,1,2,21,13
"-SUM-",9,13,6,19,12,59
"Diodorus",23,4,1,7,0,12
"Herodotus",1,26,0,3,3,7
"Plutarch",2,4,13,5,5,16
"Polybius",7,2,2,33,0,11
"Thucydides",1,9,2,2,15,14
"-SUM-",11,19,5,17,8,60
"Diodorus",30,0,2,11,2,15
"Herodotus",0,22,1,0,5,6
"Plutarch",2,3,23,2,3,10
"Polybius",2,0,0,31,0,2
"Thucydides",2,11,2,2,14,17
"-SUM-",6,14,5,15,10,50
"Diodorus",27,0,0,10,1,11
"Herodotus",3,26,2,2,1,8
"Plutarch",3,4,16,6,3,16
"Polybius",6,1,2,21,4,13
"Thucydides",3,2,6,2,19,13
"-SUM-",15,7,10,20,9,61
"Diodorus",25,1,3,6,0,10
"Herodotus",1,28,1,3,5,10
"Plutarch",1,3,20,7,5,16
"Polybius",1,1,3,28,0,5
"Thucydides",2,5,1,2,18,10
"-SUM-",5,10,8,18,10,51
"Diodorus",24,1,1,10,0,12
"Herodotus",0,31,1,4,2,7
"Plutarch",3,2,18,7,2,14
"Polybius",6,1,0,30,0,7
"Thucydides",1,6,2,4,14,13
"-SUM-",10,10,4,25,4,53
"Diodorus",22,3,1,7,2,13
"Herodotus",2,29,2,0,1,5
"Plutarch",1,2,23,4,2,9
"Polybius",3,0,4,24,0,7
"Thucydides",1,9,1,5,22,16
"-SUM-",7,14,8,16,5,50
"Diodorus",24,1,1,12,0,14
"Herodotus",2,28,1,3,1,7
"Plutarch",3,2,18,6,4,15
"Polybius",4,0,1,30,0,5
"Thucydides",2,7,1,2,17,12
"-SUM-",11,10,4,23,5,53
"Diodorus",20,0,0,4,0,4
"Herodotus",1,19,2,3,7,13
"Plutarch",2,2,22,7,2,13
"Polybius",6,2,0,32,0,8
"Thucydides",0,12,6,4,17,22
"-SUM-",9,16,8,18,9,60
"Diodorus",24,0,0,11,1,12
"Herodotus",3,26,1,1,1,6
"Plutarch",2,4,20,4,3,13
"Polybius",2,1,0,32,0,3
"Thucydides",2,4,5,3,20,14
"-SUM-",9,9,6,19,5,48
"Diodorus",22,0,0,8,0,8
"Herodotus",1,29,1,3,4,9
"Plutarch",2,3,25,8,4,17
"Polybius",2,1,2,28,1,6
"Thucydides",1,6,2,1,16,10
"-SUM-",6,10,5,20,9,50
"Diodorus",18,0,0,8,0,8
"Herodotus",2,33,2,2,3,9
"Plutarch",0,6,18,3,6,15
"Polybius",2,3,1,20,1,7
"Thucydides",0,12,4,2,24,18
"-SUM-",4,21,7,15,10,57
"Diodorus",18,1,2,11,2,16
"Herodotus",2,24,3,1,5,11
"Plutarch",5,4,22,4,4,17
"Polybius",0,0,1,33,0,1
"Thucydides",3,5,1,1,18,10
"-SUM-",10,10,7,17,11,55
"Diodorus",17,1,2,7,0,10
"Herodotus",0,28,0,1,3,4
"Plutarch",2,5,11,5,7,19
"Polybius",5,0,1,33,0,6
"Thucydides",1,7,2,5,27,15
"-SUM-",8,13,5,18,10,54
"Diodorus",28,1,1,9,0,11
"Herodotus",0,31,2,2,2,6
"Plutarch",0,0,13,6,3,9
"Polybius",4,0,3,31,1,8
"Thucydides",4,6,4,1,18,15
"-SUM-",8,7,10,18,6,49
"Diodorus",20,3,0,9,2,14
"Herodotus",4,26,3,2,1,10
"Plutarch",3,1,10,5,2,11
"Polybius",4,1,0,31,3,8
"Thucydides",0,10,5,3,22,18
"-SUM-",11,15,8,19,8,61
"Diodorus",21,2,0,11,1,14
"Herodotus",1,25,0,6,4,11
"Plutarch",4,4,20,7,1,16
"Polybius",1,2,2,25,1,6
"Thucydides",3,4,3,3,19,13
"-SUM-",9,12,5,27,7,60
"Diodorus",31,0,1,11,1,13
"Herodotus",1,20,0,5,4,10
"Plutarch",2,5,15,4,4,15
"Polybius",3,1,1,25,0,5
"Thucydides",2,5,3,2,24,12
"-SUM-",8,11,5,22,9,55
"Diodorus",19,1,1,7,1,10
"Herodotus",1,23,1,2,3,7
"Plutarch",2,3,15,5,5,15
"Polybius",1,0,3,32,2,6
"Thucydides",4,12,6,1,20,23
"-SUM-",8,16,11,15,11,61
"Diodorus",19,2,0,15,1,18
"Herodotus",2,28,0,0,1,3
"Plutarch",2,1,19,9,6,18
"Polybius",1,0,0,28,1,2
"Thucydides",0,5,4,3,23,12
"-SUM-",5,8,4,27,9,53
"Diodorus",19,0,0,13,0,13
"Herodotus",1,35,3,3,2,9
"Plutarch",1,0,19,6,3,10
"Polybius",3,1,1,30,0,5
"Thucydides",2,7,4,3,14,16
"-SUM-",7,8,8,25,5,53
"Diodorus",33,1,0,11,1,13
"Herodotus",0,24,1,1,2,4
"Plutarch",1,2,21,4,4,11
"Polybius",3,0,1,28,2,6
"Thucydides",1,8,3,3,15,15
"-SUM-",5,11,5,19,9,49
"Diodorus",25,0,1,11,0,12
"Herodotus",0,25,0,3,2,5
"Plutarch",0,2,22,2,4,8
"Polybius",2,0,1,38,1,4
"Thucydides",0,7,4,4,16,15
"-SUM-",2,9,6,20,7,44
"Diodorus",17,1,3,12,1,17
"Herodotus",2,22,2,2,1,7
"Plutarch",4,4,24,7,5,20
"Polybius",1,1,1,22,2,5
"Thucydides",2,4,2,1,27,9
"-SUM-",9,10,8,22,9,58
"Diodorus",20,2,0,7,1,10
"Herodotus",1,23,1,2,4,8
"Plutarch",2,7,20,8,2,19
"Polybius",1,0,2,35,2,5
"Thucydides",1,8,1,3,17,13
"-SUM-",5,17,4,20,9,55
"Diodorus",20,2,0,11,1,14
"Herodotus",3,24,0,4,6,13
"Plutarch",4,2,20,5,3,14
"Polybius",3,2,1,23,1,7
"Thucydides",0,12,5,2,16,19
"-SUM-",10,18,6,22,11,67
"Diodorus",19,1,2,14,0,17
"Herodotus",0,31,2,2,5,9
"Plutarch",2,3,19,4,1,10
"Polybius",1,0,1,30,1,3
"Thucydides",1,9,2,4,16,16
"-SUM-",4,13,7,24,7,55
"Diodorus",19,2,1,6,0,9
"Herodotus",3,25,1,3,5,12
"Plutarch",3,1,23,6,8,18
"Polybius",2,2,0,31,0,4
"Thucydides",2,3,3,5,16,13
"-SUM-",10,8,5,20,13,56
"Diodorus",27,0,0,14,0,14
"Herodotus",0,29,3,3,2,8
"Plutarch",3,6,19,4,4,17
"Polybius",4,0,1,21,0,5
"Thucydides",0,3,9,1,17,13
"-SUM-",7,9,13,22,6,57
"Diodorus",24,1,2,8,0,11
"Herodotus",0,23,3,0,4,7
"Plutarch",3,3,16,7,5,18
"Polybius",4,2,1,26,0,7
"Thucydides",3,13,1,2,19,19
"-SUM-",10,19,7,17,9,62
"Diodorus",25,1,0,11,0,12
"Herodotus",2,21,2,1,3,8
"Plutarch",1,4,19,6,5,16
"Polybius",3,3,4,28,1,11
"Thucydides",1,4,2,2,21,9
"-SUM-",7,12,8,20,9,56
"Diodorus",23,4,0,8,0,12
"Herodotus",2,26,1,2,5,10
"Plutarch",1,6,20,9,3,19
"Polybius",2,1,2,22,0,5
"Thucydides",1,4,3,4,21,12
"-SUM-",6,15,6,23,8,58
"Diodorus",21,0,0,8,0,8
"Herodotus",4,28,0,1,6,11
"Plutarch",2,3,17,5,4,14
"Polybius",1,0,3,25,0,4
"Thucydides",2,5,7,5,23,19
"-SUM-",9,8,10,19,10,56
"Diodorus",31,2,1,4,1,8
"Herodotus",0,19,1,0,6,7
"Plutarch",4,3,14,3,6,16
"Polybius",2,0,2,38,1,5
"Thucydides",3,5,4,3,17,15
"-SUM-",9,10,8,10,14,51
"Diodorus",17,3,0,13,2,18
"Herodotus",0,31,0,0,2,2
"Plutarch",3,3,21,4,3,13
"Polybius",3,1,2,29,2,8
"Thucydides",0,8,2,4,17,14
"-SUM-",6,15,4,21,9,55
"Diodorus",21,3,0,7,2,12
"Herodotus",0,29,0,3,5,8
"Plutarch",3,1,19,7,0,11
"Polybius",5,0,3,29,1,9
"Thucydides",2,5,2,5,18,14
"-SUM-",10,9,5,22,8,54
"Diodorus",22,3,0,10,0,13
"Herodotus",0,26,2,1,3,6
"Plutarch",1,4,15,2,5,12
"Polybius",1,0,1,40,1,3
"Thucydides",3,10,2,1,17,16
"-SUM-",5,17,5,14,9,50
"Diodorus",28,0,0,11,1,12
"Herodotus",1,27,1,1,3,6
"Plutarch",1,3,20,7,3,14
"Polybius",3,0,0,28,0,3
"Thucydides",2,10,2,2,16,16
"-SUM-",7,13,3,21,7,51
"Diodorus",22,2,0,9,2,13
"Herodotus",1,30,3,1,7,12
"Plutarch",1,2,17,2,4,9
"Polybius",5,0,3,22,1,9
"Thucydides",2,7,4,2,21,15
"-SUM-",9,11,10,14,14,58
"Diodorus",24,0,0,12,0,12
"Herodotus",4,25,2,3,4,13
"Plutarch",0,3,21,8,5,16
"Polybius",3,1,2,25,0,6
"Thucydides",2,3,3,5,15,13
"-SUM-",9,7,7,28,9,60
"Diodorus",19,2,0,10,0,12
"Herodotus",1,30,3,1,0,5
"Plutarch",5,5,20,8,1,19
"Polybius",5,1,1,27,0,7
"Thucydides",0,7,3,3,18,13
"-SUM-",11,15,7,22,1,56
"Diodorus",19,1,3,9,1,14
"Herodotus",7,26,1,1,5,14
"Plutarch",1,5,24,1,5,12
"Polybius",5,0,2,28,1,8
"Thucydides",0,6,2,4,13,12
"-SUM-",13,12,8,15,12,60
"Diodorus",18,0,1,13,1,15
"Herodotus",1,32,3,1,3,8
"Plutarch",1,5,25,3,2,11
"Polybius",3,1,1,29,1,6
"Thucydides",3,8,0,4,11,15
"-SUM-",8,14,5,21,7,55
"Diodorus",20,2,0,9,1,12
"Herodotus",2,25,3,2,6,13
"Plutarch",1,1,24,6,3,11
"Polybius",2,1,1,27,0,4
"Thucydides",3,3,4,3,21,13
"-SUM-",8,7,8,20,10,53
"Diodorus",19,1,0,10,1,12
"Herodotus",1,21,3,4,4,12
"Plutarch",3,4,29,4,1,12
"Polybius",3,2,2,27,0,7
"Thucydides",1,8,3,6,13,18
"-SUM-",8,15,8,24,6,61
"Diodorus",24,0,1,10,0,11
"Herodotus",2,33,1,3,3,9
"Plutarch",1,2,17,6,3,12
"Polybius",2,3,2,22,2,9
"Thucydides",1,6,3,5,18,15
"-SUM-",6,11,7,24,8,56
"Diodorus",22,0,0,7,0,7
"Herodotus",3,26,0,2,9,14
"Plutarch",3,4,16,9,10,26
"Polybius",2,0,3,26,2,7
"Thucydides",0,5,4,3,14,12
"-SUM-",8,9,7,21,21,66
"Diodorus",25,2,0,10,1,13
"Herodotus",2,28,1,2,2,7
"Plutarch",2,1,16,7,6,16
"Polybius",2,2,1,25,0,5
"Thucydides",6,8,1,2,18,17
"-SUM-",12,13,3,21,9,58
"Diodorus",14,1,1,9,0,11
"Herodotus",1,30,1,1,4,7
"Plutarch",4,1,17,4,9,18
"Polybius",4,1,1,36,0,6
"Thucydides",0,7,2,5,17,14
"-SUM-",9,10,5,19,13,56
"Diodorus",17,2,1,7,1,11
"Herodotus",2,30,2,0,2,6
"Plutarch",4,3,25,7,4,18
"Polybius",6,1,0,28,1,8
"Thucydides",1,6,3,2,15,12
"-SUM-",13,12,6,16,8,55
"Diodorus",24,2,1,8,1,12
"Herodotus",1,20,2,0,5,8
"Plutarch",2,3,19,3,3,11
"Polybius",1,1,1,41,2,5
"Thucydides",3,5,4,4,14,16
"-SUM-",7,11,8,15,11,52
"Diodorus",23,1,1,6,1,9
"Herodotus",3,34,2,1,2,8
"Plutarch",3,1,23,4,2,10
"Polybius",4,0,1,37,0,5
"Thucydides",0,3,0,4,14,7
"-SUM-",10,5,4,15,5,39
"Diodorus",28,0,0,7,1,8
"Herodotus",1,26,0,0,5,6
"Plutarch",2,1,20,10,3,16
"Polybius",4,2,1,26,0,7
"Thucydides",2,6,4,2,19,14
"-SUM-",9,9,5,19,9,51
"Diodorus",23,0,1,9,0,10
"Herodotus",1,29,1,2,0,4
"Plutarch",4,3,21,4,3,14
"Polybius",5,0,1,34,2,8
"Thucydides",3,2,3,2,17,10
"-SUM-",13,5,6,17,5,46
"Diodorus",21,3,0,8,0,11
"Herodotus",0,33,0,3,5,8
"Plutarch",1,1,17,4,7,13
"Polybius",3,0,0,26,3,6
"Thucydides",2,9,2,4,18,17
"-SUM-",6,13,2,19,15,55
"Diodorus",21,2,1,5,0,8
"Herodotus",1,26,0,2,3,6
"Plutarch",1,2,20,8,4,15
"Polybius",3,0,0,37,0,3
"Thucydides",0,7,3,5,19,15
"-SUM-",5,11,4,20,7,47
"Diodorus",21,4,1,8,0,13
"Herodotus",1,17,0,2,1,4
"Plutarch",4,7,29,4,8,23
"Polybius",3,1,1,28,1,6
"Thucydides",1,6,1,3,18,11
"-SUM-",9,18,3,17,10,57
"Diodorus",21,3,0,6,1,10
"Herodotus",2,30,1,2,2,7
"Plutarch",4,1,21,4,4,13
"Polybius",4,1,1,25,0,6
"Thucydides",2,10,1,3,21,16
"-SUM-",12,15,3,15,7,52
"Diodorus",25,4,0,14,0,18
"Herodotus",0,17,1,1,2,4
"Plutarch",3,6,18,2,2,13
"Polybius",1,0,1,41,2,4
"Thucydides",1,8,3,6,12,18
"-SUM-",5,18,5,23,6,57
"Diodorus",19,2,0,8,0,10
"Herodotus",2,18,1,3,5,11
"Plutarch",3,1,20,5,5,14
"Polybius",3,0,2,34,1,6
"Thucydides",3,5,5,3,22,16
"-SUM-",11,8,8,19,11,57
"Diodorus",16,3,0,8,0,11
"Herodotus",2,33,1,2,2,7
"Plutarch",4,2,20,5,2,13
"Polybius",2,0,1,26,1,4
"Thucydides",2,7,3,4,24,16
"-SUM-",10,12,5,19,5,51
"Diodorus",22,2,3,7,2,14
"Herodotus",3,26,2,0,5,10
"Plutarch",2,2,14,4,1,9
"Polybius",6,1,1,29,1,9
"Thucydides",4,11,1,4,17,20
"-SUM-",15,16,7,15,9,62
"Diodorus",26,2,1,10,1,14
"Herodotus",3,29,0,3,2,8
"Plutarch",0,2,20,4,5,11
"Polybius",3,2,2,30,0,7
"Thucydides",1,7,2,3,12,13
"-SUM-",7,13,5,20,8,53
"Diodorus",25,1,0,8,0,9
"Herodotus",1,35,1,2,3,7
"Plutarch",1,2,20,4,2,9
"Polybius",6,2,1,23,0,9
"Thucydides",4,5,1,3,20,13
"-SUM-",12,10,3,17,5,47
"Diodorus",22,1,5,7,2,15
"Herodotus",1,16,1,1,3,6
"Plutarch",0,4,17,6,6,16
"Polybius",3,3,1,29,1,8
"Thucydides",2,10,4,2,23,18
"-SUM-",6,18,11,16,12,63
"Diodorus",17,2,1,9,0,12
"Herodotus",1,33,4,4,3,12
"Plutarch",2,2,22,2,4,10
"Polybius",2,1,2,21,4,9
"Thucydides",0,6,4,2,22,12
"-SUM-",5,11,11,17,11,55
"Diodorus",19,3,0,12,1,16
"Herodotus",2,29,0,4,1,7
"Plutarch",4,5,18,4,5,18
"Polybius",3,0,0,25,0,3
"Thucydides",0,6,3,3,23,12
"-SUM-",9,14,3,23,7,56
"Diodorus",25,1,1,10,0,12
"Herodotus",1,32,1,1,4,7
"Plutarch",1,3,15,6,3,13
"Polybius",4,1,3,23,0,8
"Thucydides",4,4,2,4,21,14
"-SUM-",10,9,7,21,7,54
"Diodorus",21,2,1,14,0,17
"Herodotus",0,21,3,4,4,11
"Plutarch",1,7,16,5,3,16
"Polybius",3,1,2,28,4,10
"Thucydides",2,8,2,4,14,16
"-SUM-",6,18,8,27,11,70
"Diodorus",24,0,0,9,0,9
"Herodotus",2,29,3,2,5,12
"Plutarch",0,4,15,6,5,15
"Polybius",4,0,2,29,0,6
"Thucydides",0,4,5,7,15,16
"-SUM-",6,8,10,24,10,58
"Diodorus",24,1,2,4,0,7
"Herodotus",0,30,0,4,3,7
"Plutarch",1,5,26,6,6,18
"Polybius",1,0,1,32,0,2
"Thucydides",0,3,3,5,13,11
"-SUM-",2,9,6,19,9,45
"Diodorus",21,1,1,6,2,10
"Herodotus",0,31,0,3,2,5
"Plutarch",2,6,14,9,3,20
"Polybius",4,2,2,32,1,9
"Thucydides",2,6,2,2,16,12
"-SUM-",8,15,5,20,8,56
"Diodorus",21,2,1,9,0,12
"Herodotus",1,24,1,2,3,7
"Plutarch",1,2,23,9,7,19
"Polybius",3,3,0,25,1,7
"Thucydides",1,3,2,5,21,11
"-SUM-",6,10,4,25,11,56
"Diodorus",20,1,0,12,2,15
"Herodotus",2,24,2,2,10,16
"Plutarch",2,6,21,3,5,16
"Polybius",4,1,0,30,0,5
"Thucydides",2,4,1,1,15,8
"-SUM-",10,12,3,18,17,60
"Diodorus",23,0,0,10,1,11
"Herodotus",2,25,2,3,5,12
"Plutarch",1,2,19,6,1,10
"Polybius",6,1,2,37,4,13
"Thucydides",2,5,3,0,10,10
"-SUM-",11,8,7,19,11,56
"Diodorus",18,0,1,7,0,8
"Herodotus",1,22,0,0,3,4
"Plutarch",8,2,22,4,3,17
"Polybius",4,4,2,32,1,11
"Thucydides",4,8,2,3,19,17
"-SUM-",17,14,5,14,7,57
"Diodorus",23,2,1,10,0,13
"Herodotus",1,27,1,2,6,10
"Plutarch",2,4,17,4,1,11
"Polybius",5,2,3,26,2,12
"Thucydides",2,9,0,2,18,13
"-SUM-",10,17,5,18,9,59
"Diodorus",21,0,2,7,0,9
"Herodotus",4,24,2,2,5,13
"Plutarch",2,2,14,8,6,18
"Polybius",2,2,2,28,0,6
"Thucydides",2,3,3,2,27,10
"-SUM-",10,7,9,19,11,56
"Diodorus",16,1,1,11,0,13
"Herodotus",1,26,1,2,2,6
"Plutarch",2,4,15,2,2,10
"Polybius",6,2,5,31,1,14
"Thucydides",0,12,1,5,21,18
"-SUM-",9,19,8,20,5,61
"Diodorus",29,1,0,4,2,7
"Herodotus",3,29,2,1,5,11
"Plutarch",4,2,16,6,2,14
"Polybius",3,2,4,21,2,11
"Thucydides",3,8,0,6,15,17
"-SUM-",13,13,6,17,11,60
"Diodorus",21,2,1,6,1,10
"Herodotus",0,28,1,2,4,7
"Plutarch",4,5,17,10,3,22
"Polybius",6,2,3,24,0,11
"Thucydides",1,6,1,5,17,13
"-SUM-",11,15,6,23,8,63
"Diodorus",24,2,1,7,0,10
"Herodotus",2,23,0,2,5,9
"Plutarch",2,4,20,7,5,18
"Polybius",3,1,1,29,0,5
"Thucydides",0,3,1,4,24,8
"-SUM-",7,10,3,20,10,50
"Diodorus",21,2,0,7,2,11
"Herodotus",0,30,2,1,2,5
"Plutarch",4,6,15,4,5,19
"Polybius",2,1,1,29,1,5
"Thucydides",3,8,1,5,18,17
"-SUM-",9,17,4,17,10,57
"Diodorus",23,0,0,12,1,13
"Herodotus",3,24,1,3,7,14
"Plutarch",2,5,16,5,4,16
"Polybius",2,1,1,26,0,4
"Thucydides",0,11,5,2,16,18
"-SUM-",7,17,7,22,12,65
"Diodorus",14,2,2,7,1,12
"Herodotus",1,23,1,2,1,5
"Plutarch",4,1,26,9,2,16
"Polybius",2,1,2,34,0,5
"Thucydides",1,8,2,4,20,15
"-SUM-",8,12,7,22,4,53
"Diodorus",16,3,1,6,0,10
"Herodotus",1,28,2,2,4,9
"Plutarch",2,4,22,6,3,15
"Polybius",1,0,1,24,0,2
"Thucydides",2,11,4,7,20,24
"-SUM-",6,18,8,21,7,60
"Diodorus",19,2,2,7,1,12
"Herodotus",1,36,2,0,2,5
"Plutarch",1,3,16,6,5,15
"Polybius",4,1,2,32,2,9
"Thucydides",1,3,3,0,19,7
"-SUM-",7,9,9,13,10,48
"Diodorus",19,1,0,6,0,7
"Herodotus",1,28,1,1,6,9
"Plutarch",2,2,15,9,2,15
"Polybius",5,2,2,28,1,10
"Thucydides",1,7,4,7,20,19
"-SUM-",9,12,7,23,9,60
"Diodorus",23,4,1,9,0,14
"Herodotus",4,22,0,0,6,10
"Plutarch",7,1,19,7,9,24
"Polybius",4,0,0,28,2,6
"Thucydides",2,3,0,4,15,9
"-SUM-",17,8,1,20,17,63
"Diodorus",21,2,1,4,1,8
"Herodotus",1,28,2,1,6,10
"Plutarch",1,4,20,6,3,14
"Polybius",2,1,4,26,2,9
"Thucydides",4,6,1,2,21,13
"-SUM-",8,13,8,13,12,54
"Diodorus",21,3,1,10,1,15
"Herodotus",3,25,3,0,4,10
"Plutarch",6,2,14,4,3,15
"Polybius",2,0,0,30,1,3
"Thucydides",0,11,1,5,20,17
"-SUM-",11,16,5,19,9,60
"Diodorus",19,2,0,9,1,12
"Herodotus",3,34,3,1,0,7
"Plutarch",0,4,20,4,3,11
"Polybius",5,1,5,23,1,12
"Thucydides",2,5,2,6,17,15
"-SUM-",10,12,10,20,5,57
"Diodorus",13,0,0,10,0,10
"Herodotus",0,33,2,0,7,9
"Plutarch",5,1,11,7,4,17
"Polybius",3,0,2,31,0,5
"Thucydides",4,4,7,4,22,19
"-SUM-",12,5,11,21,11,60
"Diodorus",27,2,1,13,1,17
"Herodotus",1,21,0,2,1,4
"Plutarch",3,4,17,2,3,12
"Polybius",1,0,3,31,0,4
"Thucydides",2,12,3,7,13,24
"-SUM-",7,18,7,24,5,61
"Diodorus",19,1,1,8,0,10
"Herodotus",1,31,2,4,0,7
"Plutarch",2,5,21,3,3,13
"Polybius",1,0,0,32,0,1
"Thucydides",3,5,2,6,20,16
"-SUM-",7,11,5,21,3,47
"Diodorus",21,1,1,9,1,12
"Herodotus",2,24,2,1,4,9
"Plutarch",1,2,21,5,5,13
"Polybius",1,1,1,34,0,3
"Thucydides",3,8,3,3,16,17
"-SUM-",7,12,7,18,10,54
"Diodorus",25,2,1,10,0,13
"Herodotus",0,18,1,4,4,9
"Plutarch",3,3,25,1,1,8
"Polybius",6,0,1,29,2,9
"Thucydides",1,6,3,5,19,15
"-SUM-",10,11,6,20,7,54
"Diodorus",25,1,1,10,0,12
"Herodotus",0,26,1,2,1,4
"Plutarch",4,2,23,2,2,10
"Polybius",3,2,0,29,1,6
"Thucydides",1,5,3,2,24,11
"-SUM-",8,10,5,16,4,43
"Diodorus",24,2,0,8,0,10
"Herodotus",3,26,1,5,3,12
"Plutarch",1,3,12,3,3,10
"Polybius",4,3,1,34,2,10
"Thucydides",0,9,2,3,18,14
"-SUM-",8,17,4,19,8,56
"Diodorus",22,1,1,11,1,14
"Herodotus",2,26,4,0,2,8
"Plutarch",1,1,20,3,4,9
"Polybius",6,1,1,32,2,10
"Thucydides",2,4,7,3,13,16
"-SUM-",11,7,13,17,9,57
"Diodorus",22,0,0,11,1,12
"Herodotus",0,26,1,1,4,6
"Plutarch",3,2,15,10,2,17
"Polybius",2,1,4,39,0,7
"Thucydides",1,5,3,3,14,12
"-SUM-",6,8,8,25,7,54
"Diodorus",23,1,1,8,0,10
"Herodotus",0,24,3,2,2,7
"Plutarch",3,1,19,1,5,10
"Polybius",1,2,3,31,3,9
"Thucydides",3,8,4,3,19,18
